res_1305.dat:S	0.179023	0.0076708	0.0076658	0.0076708	0.384872	0.0113049	0.0076658	0.0113049	0.382822	
res_1306.dat:S	0.190777	0.00817895	0.0080897	0.00817895	0.389107	0.0115788	0.0080897	0.0115788	0.364421	
res_1307.dat:S	0.199285	0.0085405	0.0083898	0.0085405	0.394314	0.0118237	0.0083898	0.0118237	0.348892	
res_1308.dat:S	0.207554	0.0089334	0.008622	0.0089334	0.397524	0.0120535	0.008622	0.0120535	0.335705	
res_1309.dat:S	0.212804	0.00929845	0.00889745	0.00929845	0.400909	0.0122865	0.00889745	0.0122865	0.325322	
res_1310.dat:S	0.218879	0.00961145	0.00912735	0.00961145	0.402546	0.0124891	0.00912735	0.0124891	0.316119	
res_1311.dat:S	0.222878	0.0098955	0.0093207	0.0098955	0.404393	0.0126692	0.0093207	0.0126692	0.308959	
res_1312.dat:S	0.226802	0.0101757	0.0094987	0.0101757	0.405914	0.0128433	0.0094987	0.0128433	0.302249	
res_1313.dat:S	0.229577	0.0104277	0.00968125	0.0104277	0.407802	0.0130722	0.00968125	0.0130722	0.296258	
res_1314.dat:S	0.232162	0.0106864	0.00984955	0.0106864	0.408654	0.0132745	0.00984955	0.0132745	0.291563	
res_1315.dat:S	0.234389	0.0109213	0.0100081	0.0109213	0.411326	0.0134334	0.0100081	0.0134334	0.28556	
res_1316.dat:S	0.236519	0.0111344	0.0101596	0.0111344	0.410461	0.0136248	0.0101596	0.0136248	0.283182	
res_1317.dat:S	0.239417	0.0113546	0.0103364	0.0113546	0.41074	0.0137757	0.0103364	0.0137757	0.27891	
res_1318.dat:S	0.242817	0.01155	0.0105408	0.01155	0.409787	0.0139244	0.0105408	0.0139244	0.275366	
res_1319.dat:S	0.243252	0.0117582	0.0105787	0.0117582	0.412225	0.0141175	0.0105787	0.0141175	0.271614	
res_1320.dat:S	0.24366	0.0119332	0.010751	0.0119332	0.4138	0.0142543	0.010751	0.0142543	0.268663	
