2.731737540481909976e-01 2.259035310637486915e-01 2.304670851080130034e-01 2.704556297800473907e-01
2.724556246352147215e-01 2.421921020308603345e-01 2.218056975670294750e-01 2.635465757668954967e-01
2.699603711886351953e-01 2.586530523197445586e-01 2.148953949161938604e-01 2.564911815754262747e-01
2.657620496073025973e-01 2.748569162273439281e-01 2.096999653376280526e-01 2.496810688277253942e-01
2.600547884836120205e-01 2.904164713918532259e-01 2.060761795356072235e-01 2.434525605889275579e-01
2.531192928447487667e-01 3.050196865988138994e-01 2.038052815911086391e-01 2.380557389653287226e-01
2.452814611007437251e-01 3.184460718957011216e-01 2.026299153951550969e-01 2.336425516084000842e-01
2.368730775542146616e-01 3.305669874422582644e-01 2.022878238817577001e-01 2.302721111217692629e-01
2.282013310424667041e-01 3.413342510531921503e-01 2.025368990356066767e-01 2.279275188687343578e-01
2.195297350157914829e-01 3.507626461637765591e-01 2.031699528661070897e-01 2.265376659543248683e-01
2.110696819213694619e-01 3.589111863678636771e-01 2.040204044676116324e-01 2.259987272431552008e-01
2.029800720129097680e-01 3.658663197017325008e-01 2.049614357941013654e-01 2.261921724912562270e-01
1.953720415901112062e-01 3.717285701855048141e-01 2.059013212638537427e-01 2.269980669605301815e-01
1.883162323758757473e-01 3.766028818077221119e-01 2.067771203185675699e-01 2.283037654978345987e-01
1.818507733640917223e-01 3.805922347467251554e-01 2.075482032055279424e-01 2.300087886836553186e-01
1.759888596160875118e-01 3.837938300918982693e-01 2.081904324706675968e-01 2.320268778213466776e-01
1.707253652572561786e-01 3.862971242377478687e-01 2.086913503830651051e-01 2.342861601219309586e-01
1.660422959267821574e-01 3.881831021939293747e-01 2.090464285609980877e-01 2.367281733182902970e-01
1.619131002348546400e-01 3.895243235777333113e-01 2.092562807729207719e-01 2.393062954144913324e-01
1.583059660152959514e-01 3.903854110280894352e-01 2.093246764360279788e-01 2.419839465205866347e-01
1.551862660902309510e-01 3.908237606237230377e-01 2.092571821301492385e-01 2.447327911558968561e-01
1.525183197701074911e-01 3.908903349244138847e-01 2.090602747520729499e-01 2.475310705534055911e-01
1.502666197815717142e-01 3.906304553590264073e-01 2.087407963921715237e-01 2.503621284672303271e-01
1.483966511561540247e-01 3.900845476339661611e-01 2.083056487014437186e-01 2.532131525084359014e-01
1.468754049085780888e-01 3.892888171244690554e-01 2.077616492452621921e-01 2.560741287216906081e-01
1.456716679267950065e-01 3.882758452690579509e-01 2.071154926427737908e-01 2.589369941613733905e-01
1.447561524043776415e-01 3.870751060738718552e-01 2.063737751141248855e-01 2.617949664076255067e-01
1.441015134484730231e-01 3.857134062091870930e-01 2.055430529754469771e-01 2.646420273668927958e-01
1.436822918455283038e-01 3.842152543450419455e-01 2.046299144056563379e-01 2.674725394037732462e-01
1.434748098671390359e-01 3.826031662811641976e-01 2.036410502172606163e-01 2.702809736344360392e-01
1.434570409468254315e-01 3.808979126681433236e-01 2.025833140396062215e-01 2.730617323454251344e-01
1.436084686067801985e-01 3.791187160352345042e-01 2.014637657777897106e-01 2.758090495801956421e-01
1.439099457897126955e-01 3.772834036260443447e-01 2.002896948176518255e-01 2.785169557665910789e-01
1.443435624601822620e-01 3.754085222896707541e-01 1.990686214666482490e-01 2.811792937834987072e-01
1.448925267572763742e-01 3.735094214171323923e-01 1.978082767187653024e-01 2.837897751068259589e-01
1.455410629393819877e-01 3.716003096541922179e-01 1.965165617067991255e-01 2.863420656996265579e-01
1.462743277414392529e-01 3.696942908491429036e-01 1.952014892080602138e-01 2.888298922013576853e-01
1.470783454794302170e-01 3.678033843900064270e-01 1.938711103226008203e-01 2.912471598079624524e-01
1.479399612247218054e-01 3.659385347341262973e-01 1.925334299566456020e-01 2.935880740845063230e-01
1.488468105874403424e-01 3.641096145246154880e-01 1.911963150271033529e-01 2.958472598608408166e-01
1.497873040591050919e-01 3.623254252206657422e-01 1.898673993710429664e-01 2.980198713491861717e-01
1.507506234423824920e-01 3.605936986485770435e-01 1.885539892209011636e-01 3.001016886881391343e-01
1.517267276167511558e-01 3.589211023201590578e-01 1.872629728245469305e-01 3.020891972385427726e-01
1.527063647334624130e-01 3.573132507822365245e-01 1.860007373870679326e-01 3.039796470972331854e-01
1.536810878861483709e-01 3.557747246742709035e-01 1.847730960271328216e-01 3.057710914124479040e-01
1.546432713542903459e-01 3.543090985989134079e-01 1.835852269103142864e-01 3.074624031364818766e-01
1.555861246598274628e-01 3.529189783683047699e-01 1.824416261731780231e-01 3.090532707986898275e-01
1.565037019109729866e-01 3.516060476889136255e-01 1.813460757048759586e-01 3.105441746952374293e-01
1.573909042320615903e-01 3.503711238976766063e-01 1.803016263189088364e-01 3.119363455513529115e-01
1.582434734930132647e-01 3.492142219670177350e-01 1.793105963320681395e-01 3.132317082079008608e-01
