res_1401.dat:Serr	0.00838079	0.000678097	0.000679128	0.000678097	0.00840938	0.000627682	0.000679128	0.000627682	0.00589856	
res_1402.dat:Serr	0.00619345	0.000424044	0.000409292	0.000424044	0.00739472	0.000376713	0.000409292	0.000376713	0.00608278	
res_1403.dat:Serr	0.0058542	0.000330709	0.000340886	0.000330709	0.00732424	0.000326017	0.000340886	0.000326017	0.00579628	
res_1404.dat:Serr	0.00479731	0.000310415	0.000316122	0.000310415	0.00695143	0.00031109	0.000316122	0.00031109	0.00558927	
res_1405.dat:Serr	0.0047957	0.000306814	0.000305211	0.000306814	0.00625584	0.00031371	0.000305211	0.00031371	0.00557273	
res_1406.dat:Serr	0.00576613	0.0002685	0.00029682	0.0002685	0.00774416	0.000281648	0.00029682	0.000281648	0.00465095	
res_1407.dat:Serr	0.00485121	0.000263596	0.000276603	0.000263596	0.00612888	0.000265069	0.000276603	0.000265069	0.00494567	
res_1408.dat:Serr	0.00533642	0.000248019	0.000285295	0.000248019	0.0075	0.000251869	0.000285295	0.000251869	0.00576683	
res_1409.dat:Serr	0.00556209	0.000261423	0.000283927	0.000261423	0.00675394	0.000275076	0.000283927	0.000275076	0.00565132	
res_1410.dat:Serr	0.00556721	0.000248544	0.000286143	0.000248544	0.00726707	0.0002874	0.000286143	0.0002874	0.00536436	
