5.000000000000000000e+00 1.000000000000000000e+00 -5.739897489547729492e-03 1.510798931121826172e-03 2.997100353240966797e-03 1.917889714241027832e-02 2.296879887580871582e-02 2.810769900679588318e-02 2.310900017619132996e-02 1.931149885058403015e-02 1.297040097415447235e-02 1.736779883503913879e-02 1.568124070763587952e-02 9.777689352631568909e-03 5.591370165348052979e-03 2.624969929456710815e-03 1.184886088594794273e-03 3.997890744358301163e-04 9.774470236152410507e-04 2.127659972757101059e-04
5.000000000000000000e+00 1.500000000000000000e+00 5.116604268550872803e-03 -2.042300999164581299e-03 1.164370030164718628e-02 1.415330171585083008e-02 1.974260061979293823e-02 1.723240315914154053e-02 1.455129683017730713e-02 1.346519961953163147e-02 2.039070054888725281e-02 8.357999846339225769e-03 7.853699848055839539e-03 6.093639880418777466e-03 6.241940427571535110e-03 3.546448890119791031e-03 2.413701964542269707e-03 6.222039810381829739e-04 4.153909976594150066e-04 8.294520666822791100e-04
5.000000000000000000e+00 2.000000000000000000e+00 4.151999950408935547e-03 1.738294959068298340e-03 9.190201759338378906e-03 1.094390451908111572e-02 8.877802640199661255e-03 1.496709883213043213e-02 1.407779939472675323e-02 1.148630119860172272e-02 1.167159900069236755e-02 1.577639952301979065e-02 9.525310248136520386e-03 2.446969971060752869e-03 2.312009921297430992e-03 1.786170061677694321e-03 1.365730073302984238e-03 6.112239789217710495e-04 7.938860217109322548e-04 1.868859835667535663e-04
5.000000000000000000e+00 2.500000000000000000e+00 3.650899976491928101e-03 1.702196896076202393e-03 9.165700525045394897e-03 1.051859557628631592e-02 1.152729988098144531e-02 8.828099817037582397e-03 1.264739781618118286e-02 1.953099854290485382e-02 1.091939955949783325e-02 5.469201132655143738e-03 6.646509747952222824e-03 4.714420065283775330e-03 2.691900124773383141e-03 1.895879977382719517e-03 1.581892953254282475e-03 3.781740088015794754e-04 3.952959959860891104e-04 4.171899927314370871e-04
5.000000000000000000e+00 3.000000000000000000e+00 -8.374799042940139771e-03 6.559796631336212158e-03 1.615520194172859192e-02 9.810302406549453735e-03 4.510898143053054810e-03 1.061850041151046753e-02 9.577998891472816467e-03 1.291320100426673889e-02 7.277099415659904480e-03 1.095402054488658905e-02 6.067819893360137939e-03 4.187379963696002960e-03 5.485809873789548874e-03 1.606428064405918121e-03 1.196190132759511471e-03 -2.539998968131840229e-05 3.915530396625399590e-04 1.741339801810681820e-04
5.000000000000000000e+00 3.500000000000000000e+00 3.511797636747360229e-03 1.287899911403656006e-03 5.612101405858993530e-03 1.811299473047256470e-03 1.701309904456138611e-02 1.648950204253196716e-02 6.101800128817558289e-03 1.083669997751712799e-02 1.179779879748821259e-02 9.676599875092506409e-03 7.523940410465002060e-03 3.860869910567998886e-03 2.817329950630664825e-03 9.474998805671930313e-04 1.371148042380809784e-03 1.518430071882903576e-04 3.601480275392532349e-04 0.000000000000000000e+00
5.000000000000000000e+00 4.000000000000000000e+00 1.405819877982139587e-02 1.217100769281387329e-03 2.117499709129333496e-03 3.156997263431549072e-03 2.854801714420318604e-03 -6.154999136924743652e-04 6.043201312422752380e-03 1.776940003037452698e-02 9.267200715839862823e-03 9.168909862637519836e-03 6.058020051568746567e-03 5.713219754397869110e-03 2.600249834358692169e-03 6.077900761738419533e-04 8.646959904581308365e-04 6.887110066600143909e-04 4.366810026112943888e-04 0.000000000000000000e+00
5.000000000000000000e+00 4.500000000000000000e+00 8.002899587154388428e-03 -2.018600702285766602e-03 -7.283199578523635864e-03 7.165301591157913208e-03 7.925901561975479126e-03 1.086020097136497498e-02 4.883898422122001648e-03 1.054809987545013428e-02 1.073169987648725510e-02 1.112939044833183289e-02 8.573560044169425964e-03 4.709359724074602127e-03 1.709280069917440414e-03 1.460539991967380047e-03 -2.065500011667609215e-04 9.413089719600975513e-04 2.004760026466101408e-04 6.875980179756879807e-04
5.000000000000000000e+00 5.000000000000000000e+00 -8.366100490093231201e-03 1.969397068023681641e-03 2.251401543617248535e-03 7.439099252223968506e-03 1.243799924850463867e-02 1.974701881408691406e-03 1.094109937548637390e-02 9.481901302933692932e-03 5.478400737047195435e-03 7.402339484542608261e-03 6.898819934576749802e-03 2.921740058809518814e-03 3.539960132911801338e-03 -4.404899664223194122e-04 9.517749422229826450e-04 -3.932500840164721012e-05 2.392339956713840365e-04 4.670109774451702833e-04
5.000000000000000000e+00 5.500000000000000000e+00 -7.317997515201568604e-04 -4.431977868080139160e-04 -4.560127854347229004e-05 2.870000898838043213e-04 -7.201991975307464600e-04 1.324880123138427734e-02 5.998101085424423218e-03 1.192310079932212830e-02 5.932100117206573486e-03 5.037540569901466370e-03 4.584859590977430344e-03 1.801840029656887054e-03 4.294798709452152252e-04 6.996619631536304951e-04 1.153780031017959118e-03 -2.965929743368178606e-04 0.000000000000000000e+00 2.463049895595759153e-04

6.000000000000000000e+00 1.000000000000000000e+00 -4.037398099899291992e-02 8.008320629596710205e-02 -3.970839828252792358e-02 -4.017350077629089355e-02 -3.981798887252807617e-02 7.999089360237121582e-02 8.015590906143188477e-02 -3.989169746637344360e-02 -4.026502370834350586e-02 4.264601739123463631e-05 1.519369980087503791e-04 -1.473449956392869353e-04 -1.586400176165625453e-04 1.012700085993856192e-04 2.124900202034041286e-04 1.996590144699439406e-04 -2.033839991781860590e-04 -1.640798291191458702e-05
6.000000000000000000e+00 1.500000000000000000e+00 -3.620398044586181641e-02 7.591259479522705078e-02 -3.970880061388015747e-02 -3.712530061602592468e-02 -4.338300228118896484e-02 8.050820231437683105e-02 7.385139167308807373e-02 -3.795909881591796875e-02 -3.589200973510742188e-02 -6.813500658608973026e-05 8.415000047534704208e-05 -7.529200229328125715e-05 -1.477309997426345944e-04 4.727099440060555935e-05 2.276849845657125115e-04 3.541100304573774338e-04 -1.685010065557435155e-04 2.387489948887377977e-04
6.000000000000000000e+00 2.000000000000000000e+00 -3.160095214843750000e-02 7.012549787759780884e-02 -3.852429986000061035e-02 -3.333880007266998291e-02 -4.288899898529052734e-02 7.622799277305603027e-02 6.444589793682098389e-02 -3.516829758882522583e-02 -2.927798032760620117e-02 -1.891498686745762825e-05 1.898760092444717884e-04 -1.717219856800511479e-04 -1.037709880620241165e-04 7.387102232314646244e-05 1.473399897804483771e-04 2.613830147311091423e-04 -1.633420179132372141e-04 6.795101216994225979e-05
6.000000000000000000e+00 2.500000000000000000e+00 -2.759999036788940430e-02 6.435430049896240234e-02 -3.675349801778793335e-02 -2.916070073843002319e-02 -4.070901870727539062e-02 6.987039744853973389e-02 5.486389994621276855e-02 -3.208959847688674927e-02 -2.277404069900512695e-02 1.305970072280615568e-04 1.938370114658027887e-04 7.131398888304829597e-05 -5.891900218557566404e-05 5.335500463843345642e-05 2.933499927166849375e-04 3.142249770462512970e-04 -1.134490157710388303e-04 1.130239979829639196e-04
6.000000000000000000e+00 3.000000000000000000e+00 -2.431803941726684570e-02 5.888839811086654663e-02 -3.457000106573104858e-02 -2.499870024621486664e-02 -3.767299652099609375e-02 6.267130374908447266e-02 4.715240374207496643e-02 -2.891099825501441956e-02 -1.824200153350830078e-02 7.341901073232293129e-05 2.264119830215349793e-04 -6.099898018874228001e-05 -5.582199082709848881e-05 1.548480067867785692e-04 2.832899917848408222e-04 3.533730050548911095e-04 -8.879300730768591166e-05 2.080449776258319616e-04
6.000000000000000000e+00 3.500000000000000000e+00 -2.195698022842407227e-02 5.542960017919540405e-02 -3.347279876470565796e-02 -2.207239903509616852e-02 -3.394901752471923828e-02 5.602059885859489441e-02 4.210279881954193115e-02 -2.594699896872043610e-02 -1.615500450134277344e-02 -1.798620214685797691e-04 9.135500295087695122e-05 -1.505739928688853979e-04 -1.199569960590451956e-04 -8.901988621801137924e-06 9.937697905115783215e-05 1.461289939470589161e-04 -7.060400093905627728e-05 6.414600647985935211e-05
6.000000000000000000e+00 4.000000000000000000e+00 -2.107000350952148438e-02 5.385990440845489502e-02 -3.278949856758117676e-02 -1.990119926631450653e-02 -3.066700696945190430e-02 5.056770145893096924e-02 3.896630182862281799e-02 -2.369290031492710114e-02 -1.527297496795654297e-02 1.023799995891749859e-04 1.795720017980784178e-04 -9.874299576040357351e-05 -2.127949992427602410e-04 1.247939944732934237e-04 3.495749842841178179e-04 3.296929644420742989e-04 -1.840190088842064142e-04 9.668202255852520466e-05
6.000000000000000000e+00 4.500000000000000000e+00 -1.781302690505981445e-02 4.983090609312057495e-02 -3.202000260353088379e-02 -1.729640178382396698e-02 -2.730500698089599609e-02 4.460150003433227539e-02 3.381119668483734131e-02 -2.133950218558311462e-02 -1.247197389602661133e-02 2.492402563802897930e-05 2.562159788794815540e-04 -2.557502011768519878e-05 1.352999242953956127e-05 3.107119991909712553e-04 3.099190071225166321e-04 2.150940126739442348e-04 -7.173400081228464842e-05 2.969100023619830608e-05
6.000000000000000000e+00 5.000000000000000000e+00 -1.734298467636108398e-02 4.782230406999588013e-02 -3.047979995608329773e-02 -1.575239934027194977e-02 -2.356797456741333008e-02 3.932030126452445984e-02 3.008570149540901184e-02 -1.958989724516868591e-02 -1.049602031707763672e-02 -1.972017344087362289e-06 3.328101593069732189e-05 -1.051198341883718967e-05 -1.378410088364034891e-04 1.735480036586523056e-04 3.276190254837274551e-04 2.213909901911392808e-04 -1.598719827597960830e-04 2.414200571365654469e-05
