res_1501.dat:Perr		-nan		-nan		-nan	
res_1502.dat:Perr		-nan		0.00429965		-nan	
res_1503.dat:Perr		-nan		0.00236687		-nan	
res_1504.dat:Perr		0.00161667		-nan		0.00198682	
res_1505.dat:Perr		0.00368033		-nan		0.00371629	
res_1506.dat:Perr		-nan		0.0040278		-nan	
res_1507.dat:Perr		0.00135905		0.00407793		0.00399849	
res_1508.dat:Perr		-nan		0.00389449		-nan	
res_1509.dat:Perr		0.00346883		0.00408782		-nan	
