0	0.809129	-22.0448
0.005	0.918479	-21.5595
0.01	1.02346	-20.3162
0.015	1.12066	-18.4848
0.02	1.20769	-16.2883
0.025	1.28331	-13.9504
0.03	1.34728	-11.657
0.035	1.40017	-9.53677
0.04	1.44305	-7.66144
0.045	1.47724	-6.05605
0.05	1.50405	-4.71327
0.055	1.52476	-3.60646
0.06	1.54045	-2.69956
0.065	1.55203	-1.9536
0.07	1.56019	-1.33025
0.075	1.56547	-0.793396
0.08	1.56821	-0.309294
0.085	1.5686	0.154005
0.09	1.56666	0.627678
0.095	1.56225	1.14329
0.1	1.5551	1.7339
0.105	1.54473	2.43479
0.11	1.5305	3.28365
0.115	1.51158	4.31952
0.12	1.48693	5.57996
0.125	1.45536	7.0957
0.13	1.41553	8.8818
0.135	1.36611	10.9256
0.14	1.30593	13.1724
0.145	1.23422	15.5131
0.15	1.15092	17.7799
0.155	1.0569	19.7583
0.16	0.954198	21.2195
0.165	0.845897	21.97
0.17	0.735868	21.9024
0.175	0.628227	21.0268
0.18	0.526743	19.4681
0.185	0.434348	17.4293
0.19	0.352866	15.1403
0.195	0.28301	12.8099
0.2	0.224568	10.5969
0.205	0.176677	8.60116
0.21	0.138113	6.87021
0.215	0.107519	5.41195
0.22	0.0835668	4.20901
0.225	0.0650543	3.23042
0.23	0.0509493	2.43982
0.235	0.040404	1.80059
0.24	0.0327485	1.2784
0.245	0.0274767	0.842245
0.25	0.0242291	0.464374
0.255	0.0227777	0.119735
0.26	0.023015	-0.214858
0.265	0.0249465	-0.561584
0.27	0.0286876	-0.942358
0.275	0.0344637	-1.37927
0.28	0.0426109	-1.8945
0.285	0.053575	-2.50943
0.29	0.0679025	-3.24251
0.295	0.0862174	-4.10555
0.3	0.109175	-5.09825
0.305	0.137385	-6.20136
0.31	0.171299	-7.36988
0.315	0.211071	-8.52934
0.32	0.25641	-9.57883
0.325	0.306485	-10.404
0.33	0.3599	-10.8999
0.335	0.414815	-10.9969
0.34	0.469177	-10.681
0.345	0.52101	-9.99774
0.35	0.568694	-9.03902
0.355	0.611131	-7.91817
0.36	0.647789	-6.7447
0.365	0.678638	-5.60641
0.37	0.704011	-4.56195
0.375	0.724466	-3.64199
0.38	0.740654	-2.85502
0.385	0.753228	-2.19446
0.39	0.762784	-1.64489
0.395	0.769829	-1.18662
0.4	0.774767	-0.798584
0.405	0.777896	-0.45978
0.41	0.779413	-0.149786
0.415	0.779409	0.15138
0.42	0.77788	0.463757
0.425	0.774718	0.808128
0.43	0.769709	1.20672
0.435	0.76252	1.68377
0.44	0.752696	2.26572
0.445	0.739642	2.98068
0.45	0.72262	3.85686
0.455	0.700762	4.91914
0.46	0.673091	6.18342
0.465	0.638592	7.64829
0.47	0.59632	9.28472
0.475	0.545568	11.0257
0.48	0.486071	12.7605
0.485	0.418224	14.3381
0.49	0.343239	15.587
0.495	0.26317	16.3481
0.5	0.180754	16.5144
0.505	0.0990626	16.0616
0.51	0.0210643	15.0551
0.515	-0.0507896	13.6306
0.52	-0.114829	11.9581
0.525	-0.170234	10.2027
0.53	-0.216942	8.49788
0.535	-0.25545	6.93374
0.54	-0.286596	5.55824
0.545	-0.311372	4.38601
0.55	-0.330782	3.40891
0.555	-0.345752	2.60569
0.56	-0.357083	1.94891
0.565	-0.365436	1.40954
0.57	-0.371327	0.959391
0.575	-0.375135	0.572042
0.58	-0.377111	0.222953
0.585	-0.377389	-0.11106
0.59	-0.375988	-0.452594
0.595	-0.372813	-0.824544
0.6	-0.367652	-1.25093
0.605	-0.36017	-1.7575
0.61	-0.349897	-2.37192
0.615	-0.336223	-3.12313
0.62	-0.318391	-4.03949
0.625	-0.295512	-5.14495
0.63	-0.266602	-6.45297
0.635	-0.230653	-7.9577
0.64	-0.186755	-9.62343
0.645	-0.134274	-11.3747
0.65	-0.0730619	-13.0921
0.655	-0.00366977	-14.6186
0.66	0.0725179	-15.7821
0.665	0.15329	-16.4308
0.67	0.23581	-16.4727
0.675	0.31699	-15.9016
0.68	0.393937	-14.7994
0.685	0.464341	-13.3121
0.69	0.526704	-11.6114
0.695	0.58037	-9.858
0.7	0.625407	-8.17714
0.705	0.6624	-6.65018
0.71	0.692235	-5.31775
