1.015319082346413548e+00 0.000000000000000000e+00 1.023806057029691852e+00 1.030723861408197051e+00 1.026646035973781901e+00 0.000000000000000000e+00
1.004427013368873078e+00 0.000000000000000000e+00 1.004986283208375131e+00 1.008979832108308328e+00 1.005469872549371813e+00 0.000000000000000000e+00
9.991555371174262179e-01 0.000000000000000000e+00 9.921086903461079354e-01 9.961471755588529042e-01 9.943488440808668782e-01 0.000000000000000000e+00
1.003246962292648092e+00 0.000000000000000000e+00 1.016081482248501588e+00 1.008536488383498853e+00 1.001126229073726170e+00 0.000000000000000000e+00
9.715405431178817386e-01 0.000000000000000000e+00 9.658906398243112257e-01 9.490672718588566426e-01 9.373595353054603452e-01 0.000000000000000000e+00
9.951545209208013665e-01 0.000000000000000000e+00 1.001011130340934585e+00 9.902680398969917475e-01 9.822670343488558720e-01 0.000000000000000000e+00
1.006337151020209708e+00 0.000000000000000000e+00 1.011205811235405427e+00 1.012874084761649751e+00 1.003178824663223390e+00 0.000000000000000000e+00
1.010144629296182428e+00 0.000000000000000000e+00 1.013845676986000255e+00 1.019335142357143065e+00 1.012430269571765740e+00 0.000000000000000000e+00
1.006960097266688114e+00 0.000000000000000000e+00 9.917896071916416645e-01 1.013609376684562191e+00 1.006845200931098638e+00 0.000000000000000000e+00
1.020498571085583617e+00 0.000000000000000000e+00 1.031154297719218738e+00 1.042596514511308969e+00 1.034667667765692967e+00 0.000000000000000000e+00
1.009511447884171353e+00 0.000000000000000000e+00 1.009473276168238121e+00 1.019116945532094531e+00 1.013582052276255530e+00 0.000000000000000000e+00
1.002300676775845556e+00 0.000000000000000000e+00 1.010693362724519373e+00 1.003594494191163422e+00 9.991077640402777904e-01 0.000000000000000000e+00
9.985734719114456315e-01 0.000000000000000000e+00 1.005153852563972050e+00 9.970040958356557459e-01 9.908375624872650667e-01 0.000000000000000000e+00
1.001608421205422150e+00 0.000000000000000000e+00 1.024729382819772772e+00 1.011083241677665834e+00 9.966425544672675718e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -5.579616160545985970e-02 -7.282703105563100021e-02 -7.743791949607894964e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -3.374627314783971294e-02 -2.550361730529503504e-02 -3.166978202578326490e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -7.016227109575090548e-02 -3.646639264935608304e-02 -2.564866479101745103e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.114432850653748058e-01 -8.101120817442174216e-02 -6.542289476332185938e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -9.081024779482108067e-02 -6.423207082145369895e-02 -5.530801204025328349e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.923290981766719573e-02 1.848127012244099587e-02 2.143259907340474071e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -3.177010997839459228e-02 -2.361514979873991296e-02 -2.469128659593397557e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -2.544088068093012384e-02 -4.114856703631990242e-02 -4.121626533324322661e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -3.917524376439508738e-02 -3.535992818216856376e-02 -3.565827187726448855e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.390742436671381539e-02 -2.957267386972081344e-02 -2.735264804446599363e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -3.538752802903745442e-02 -4.564171226814699861e-02 -4.292012780233491615e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.102262368768069413e-02 -6.226156369517797488e-03 -1.537219904969171387e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.765521340341429232e-03 1.257570936541371406e-02 9.926831703823579822e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.565700764901353050e-03 2.962059077217440647e-02 2.664044733633302506e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.548890795417477186e-02 1.877995157942509777e-02 1.446869721650018842e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.217866067715703049e-02 7.736087367012088600e-02 7.799979431063532032e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.643277958460726579e-02 4.371871170130108702e-02 4.648303970358108606e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.995596067750983318e-02 2.583315541179704439e-02 2.764575455025167217e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.380493517036624970e-02 1.356193976879145786e-02 1.816891323699677818e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.632374853148420180e-02 2.993966842845752208e-02 2.643621385678224939e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -6.432941155133922381e-03 -2.945037575370131402e-02 -3.334291061630691860e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.624799092167639722e-02 9.615337924012182583e-03 1.043685044645344291e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.435169642991726946e-02 3.434253460570688143e-02 2.880554486126490552e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.790616477579297761e-02 3.810222359071292753e-02 3.693599680845614797e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -4.041513153422920251e-03 2.856671178187533688e-02 2.773572974364877514e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.547352310044195517e-02 5.612015656796563723e-02 5.267507610909312465e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.987624049366011267e-02 3.037434278815201449e-02 2.956346754889448494e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.898737561515908612e-02 9.865699625665391367e-03 1.272080743719228475e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.778737205285508410e-02 -3.366373633592391638e-04 1.777927414884900199e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.724306687591943943e-02 1.453136665713865641e-02 6.184863018176412278e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.571686073333388993e-03 3.884180736074871292e-03 3.649226243256579148e-03 0.000000000000000000e+00
