9.625319587945291300e-01 0.000000000000000000e+00 9.589866810794317464e-01 9.371409909792955961e-01 9.150314835873925023e-01 0.000000000000000000e+00
9.941963722347127996e-01 0.000000000000000000e+00 9.971660463614758774e-01 9.945335229841031355e-01 9.728834991730925807e-01 0.000000000000000000e+00
1.008516947593023794e+00 0.000000000000000000e+00 9.921876473558423060e-01 1.010039339676799042e+00 9.950427488700371859e-01 0.000000000000000000e+00
1.015884959504085749e+00 0.000000000000000000e+00 9.797508417990713481e-01 1.004904189812377169e+00 9.887033015473146724e-01 0.000000000000000000e+00
1.001230439972586650e+00 0.000000000000000000e+00 9.751033111315525748e-01 9.994221510056205959e-01 9.861681596360473145e-01 0.000000000000000000e+00
1.038720601665930499e+00 0.000000000000000000e+00 1.067362313834383292e+00 1.076406701604843086e+00 1.064801117436692923e+00 0.000000000000000000e+00
1.017559676259841117e+00 0.000000000000000000e+00 1.027604507873054684e+00 1.032115541445246754e+00 1.026157196652223158e+00 0.000000000000000000e+00
1.006165432422759798e+00 0.000000000000000000e+00 1.007333944040916140e+00 1.012633830058076834e+00 1.005960985278187669e+00 0.000000000000000000e+00
1.003159679843378616e+00 0.000000000000000000e+00 9.943909986223308239e-01 1.005462474354011704e+00 1.000275708802247365e+00 0.000000000000000000e+00
1.004083965862242467e+00 0.000000000000000000e+00 1.005966487373897822e+00 1.006657016841242314e+00 9.996351643125974684e-01 0.000000000000000000e+00
9.899301688719628345e-01 0.000000000000000000e+00 9.780383054765479089e-01 9.800637283390588594e-01 9.730861451496722880e-01 0.000000000000000000e+00
1.001578368759316051e+00 0.000000000000000000e+00 1.003414692103691275e+00 1.006361300127654790e+00 9.933975084128625621e-01 0.000000000000000000e+00
1.009366044033980891e+00 0.000000000000000000e+00 9.980049130398277457e-01 1.019572828205375759e+00 1.009821209717353563e+00 0.000000000000000000e+00
1.013179783929066158e+00 0.000000000000000000e+00 9.992822515622324930e-01 1.027645668363136089e+00 1.018345174445665968e+00 0.000000000000000000e+00
1.003737811940081937e+00 0.000000000000000000e+00 9.928360728069650643e-01 1.010968081077414871e+00 1.000679332173964209e+00 0.000000000000000000e+00
1.032688797983541740e+00 0.000000000000000000e+00 1.052138511824784795e+00 1.066393773914388499e+00 1.060197966561523986e+00 0.000000000000000000e+00
