res_1305.dat:T	0.92104	0.0393362	0.0396239	0.0190794	0.952999	0.027922	0.019006	0.0282194	0.952774	
res_1306.dat:T	0.921381	0.040094	0.0385245	0.0197207	0.951668	0.028612	0.0213751	0.0298469	0.948778	
res_1307.dat:T	0.921657	0.0406434	0.0376996	0.0200173	0.950879	0.0291035	0.0233924	0.0313869	0.945221	
res_1308.dat:T	0.921975	0.0414074	0.0366179	0.0204386	0.949837	0.0297247	0.0252718	0.0327575	0.941971	
res_1309.dat:T	0.921201	0.0422929	0.0365058	0.0209076	0.948898	0.0301943	0.0270335	0.0341155	0.938851	
res_1310.dat:T	0.921116	0.0429068	0.0359768	0.0212701	0.947947	0.0307835	0.0287539	0.035265	0.935981	
res_1311.dat:T	0.920596	0.0435156	0.0358886	0.021694	0.947137	0.0311688	0.0300894	0.0363707	0.93354	
res_1312.dat:T	0.920138	0.0441666	0.0356958	0.0220909	0.946319	0.0315904	0.0314398	0.0374081	0.931152	
res_1313.dat:T	0.919435	0.0448822	0.0356828	0.022389	0.945498	0.0321134	0.0327787	0.0385597	0.928661	
res_1314.dat:T	0.91869	0.0455401	0.0357697	0.0228278	0.9446	0.0325723	0.0338945	0.0396042	0.926501	
res_1315.dat:T	0.917994	0.0462037	0.0358027	0.0230831	0.94408	0.032837	0.0352034	0.0406676	0.924129	
res_1316.dat:T	0.917373	0.0468072	0.0358197	0.0234628	0.943095	0.0334425	0.0361214	0.0413719	0.922506	
res_1317.dat:T	0.916905	0.0470729	0.0360226	0.0239173	0.942328	0.0337544	0.0371939	0.0423902	0.920416	
res_1318.dat:T	0.916587	0.0471445	0.0362685	0.0243981	0.941454	0.034148	0.0382792	0.0433282	0.918392	
res_1319.dat:T	0.915859	0.0481824	0.035959	0.024497	0.94092	0.0345832	0.0391853	0.0441806	0.916634	
res_1320.dat:T	0.914802	0.0486918	0.0365066	0.0247914	0.940462	0.0347466	0.0401177	0.0450442	0.914838	
