0	0.48719	-13.7705
0.005	0.555845	-13.6047
0.01	0.622413	-12.9463
0.015	0.684637	-11.887
0.02	0.740837	-10.5606
0.025	0.790037	-9.10969
0.03	0.831935	-7.65835
0.035	0.866772	-6.29699
0.04	0.895147	-5.07944
0.045	0.917845	-4.02821
0.05	0.935706	-3.1431
0.055	0.949529	-2.40978
0.06	0.960021	-1.80651
0.065	0.96777	-1.30877
0.07	0.973243	-0.891873
0.075	0.976784	-0.532204
0.08	0.978624	-0.207525
0.085	0.978883	0.10334
0.09	0.977579	0.421095
0.095	0.974625	0.766684
0.1	0.969829	1.16194
0.105	0.962885	1.63001
0.11	0.953367	2.1953
0.115	0.940728	2.88261
0.12	0.924299	3.71499
0.125	0.903307	4.70991
0.13	0.876918	5.87313
0.135	0.844317	7.19071
0.14	0.804823	8.6201
0.145	0.758057	10.0833
0.15	0.704122	11.4663
0.155	0.643759	12.6303
0.16	0.57842	13.4348
0.165	0.510196	13.7706
0.17	0.441581	13.5892
0.175	0.375125	12.9174
0.18	0.31307	11.8491
0.185	0.257071	10.5191
0.19	0.208076	9.07014
0.195	0.16636	7.62549
0.2	0.131663	6.27463
0.205	0.103367	5.07064
0.21	0.0806733	4.03566
0.215	0.0627284	3.16964
0.22	0.0487178	2.45888
0.225	0.037915	1.8828
0.23	0.0297035	1.41853
0.235	0.0235809	1.04359
0.24	0.0191533	0.737276
0.245	0.0161248	0.48102
0.25	0.0142873	0.258294
0.255	0.0135109	0.0541896
0.26	0.0137374	-0.145115
0.265	0.0149762	-0.352896
0.27	0.0173025	-0.582344
0.275	0.0208581	-0.846848
0.28	0.025852	-1.15997
0.285	0.0325609	-1.53492
0.29	0.0413239	-1.98331
0.295	0.0525298	-2.51294
0.3	0.0665903	-3.12443
0.305	0.0838936	-3.80706
0.31	0.104737	-4.53441
0.315	0.129239	-5.26174
0.32	0.157252	-5.92732
0.325	0.18829	-6.45996
0.33	0.221517	-6.79265
0.335	0.255804	-6.87903
0.34	0.289873	-6.70651
0.345	0.322478	-6.30005
0.35	0.352575	-5.71476
0.355	0.379444	-5.0209
0.36	0.402719	-4.28774
0.365	0.422351	-3.57179
0.37	0.438531	-2.91155
0.375	0.451595	-2.32777
0.38	0.461947	-1.82691
0.385	0.469997	-1.40554
0.39	0.47612	-1.05436
0.395	0.480637	-0.761148
0.4	0.483806	-0.512645
0.405	0.485816	-0.295548
0.41	0.486792	-0.0968644
0.415	0.486794	0.0961483
0.42	0.485819	0.296282
0.425	0.483797	0.516803
0.43	0.480593	0.771879
0.435	0.475995	1.07692
0.44	0.469713	1.44869
0.445	0.461368	1.90491
0.45	0.450494	2.46319
0.455	0.43654	3.1388
0.46	0.418894	3.94097
0.465	0.396922	4.8676
0.47	0.370043	5.89864
0.475	0.337834	6.98989
0.48	0.300162	8.06957
0.485	0.257317	9.04163
0.49	0.210104	9.79853
0.495	0.159854	10.2428
0.5	0.108305	10.3117
0.505	0.0573831	9.99504
0.51	0.00892358	9.33846
0.515	-0.0355804	8.42984
0.52	-0.075133	7.37595
