res_1305.dat:err	0.00207932	0.00162914	0.00143693	0.000757482	0.00103067	0.0007473	0.000723403	0.000709097	0.00093168	
res_1306.dat:err	0.0019784	0.00163142	0.00136989	0.000659234	0.000954205	0.000738247	0.000787597	0.000809644	0.0010983	
res_1307.dat:err	0.00200449	0.00158233	0.00141583	0.00076546	0.00112339	0.000819987	0.0007796	0.000917581	0.00119962	
res_1308.dat:err	0.00200788	0.00148044	0.00136248	0.000756785	0.00111615	0.00079871	0.000830401	0.000887878	0.0011198	
res_1309.dat:err	0.00184536	0.00145899	0.0013447	0.000765955	0.00109443	0.000852971	0.00101454	0.000826014	0.0012383	
res_1310.dat:err	0.0016041	0.00160471	0.00134032	0.000668695	0.0009853	0.000812797	0.00104021	0.000962794	0.00126264	
res_1311.dat:err	0.0018483	0.00149644	0.00135107	0.00073853	0.00110167	0.000898099	0.000978764	0.000994752	0.00124024	
res_1312.dat:err	0.00192184	0.00153538	0.00114405	0.000831964	0.00119019	0.000826274	0.00103885	0.00092323	0.00130712	
res_1313.dat:err	0.00167327	0.00141994	0.00122151	0.000775761	0.00123543	0.000891178	0.00101917	0.0011339	0.00133986	
res_1314.dat:err	0.00208613	0.00182714	0.00140247	0.000806551	0.00109989	0.000871682	0.00120161	0.000975853	0.001395	
res_1315.dat:err	0.00178626	0.00161756	0.0012393	0.000906883	0.00132806	0.000918596	0.00114819	0.00107965	0.00122372	
res_1316.dat:err	0.00184392	0.00177981	0.00129841	0.000878905	0.00122125	0.000917595	0.00113857	0.00109982	0.00118742	
res_1317.dat:err	0.00170407	0.00135866	0.00128739	0.000905246	0.00133994	0.000968371	0.00117257	0.00124706	0.00131974	
res_1318.dat:err	0.00169057	0.00139338	0.00133432	0.000909823	0.00130541	0.000889123	0.00127563	0.00106837	0.00115968	
res_1319.dat:err	0.00191369	0.00186112	0.00123471	0.000868263	0.00122499	0.00096079	0.00117309	0.00132027	0.00156265	
res_1320.dat:err	0.00187066	0.00175002	0.00134054	0.000939922	0.00139908	0.00103659	0.00119722	0.00134436	0.0014441	
