0.000000000000000000e+00 1.290039999999999853e+00 2.084830000000000183e+00 2.721270000000000078e+00 2.804570000000000007e+00 3.440660000000000274e+00 4.224619999999999820e+00 5.223819999999999908e+00 7.051999999999999602e+00 8.050520000000000564e+00 8.812799999999999301e+00 8.867229999999999279e+00 6.158611000000000502e+00 6.212870000000000559e+00 6.969738000000000433e+00 7.822833999999999399e+00 -1.604695800000000006e+01 -1.519308700000000023e+01 -1.441183700000000023e+01 -1.370320800000000006e+01 -1.327093600000000073e+01 -1.256213500000000138e+01 -1.177546700000000079e+01 -1.077618000000000009e+01 -8.947970000000001534e+00 -7.948683000000000831e+00 -7.162015000000000242e+00 -6.453214000000000006e+00 -6.020924700000000129e+00 -5.311778869999999486e+00 -4.514274499999999968e+00 -3.224156999999999940e+00
-1.290040000000000298e+00 0.000000000000000000e+00 7.947900000000003295e-01 1.431230000000000224e+00 1.514530000000000154e+00 2.150620000000000420e+00 2.934580000000000410e+00 3.933780000000000054e+00 5.761960000000000193e+00 6.760480000000000267e+00 7.522759999999999891e+00 7.577189999999999870e+00 4.868571000000000204e+00 4.922829999999999373e+00 5.679698000000000135e+00 6.532793999999999990e+00 7.663001999999999647e+00 -1.648312699999999964e+01 -1.570187699999999964e+01 -1.499324799999999946e+01 -1.456097600000000014e+01 -1.385217500000000079e+01 -1.306550700000000020e+01 -1.206621999999999950e+01 -1.023801000000000094e+01 -9.238723000000000241e+00 -8.452054999999999652e+00 -7.743254000000000303e+00 -7.310964700000000427e+00 -6.601818869999999784e+00 -5.804314500000000265e+00 -4.514197000000000237e+00
-2.084830000000000183e+00 -7.947900000000003295e-01 0.000000000000000000e+00 6.364399999999998947e-01 7.197399999999998244e-01 1.355830000000000091e+00 2.139790000000000081e+00 3.138989999999999725e+00 4.967169999999999419e+00 5.965690000000000381e+00 6.727970000000000006e+00 6.782399999999999984e+00 4.073781000000000319e+00 4.128040000000000376e+00 4.884908000000000250e+00 5.738004000000000104e+00 6.868211999999999762e+00 7.722082999999998698e+00 -1.649666700000000219e+01 -1.578803800000000024e+01 -1.535576600000000091e+01 -1.464696500000000157e+01 -1.386029700000000098e+01 -1.286101000000000028e+01 -1.103280000000000172e+01 -1.003351300000000101e+01 -9.246845000000000425e+00 -8.538044000000001077e+00 -8.105754700000000312e+00 -7.396608869999999669e+00 -6.599104500000000151e+00 -5.308987000000000123e+00
-2.721269999999999634e+00 -1.431229999999999780e+00 -6.364399999999994506e-01 0.000000000000000000e+00 8.329999999999992966e-02 7.193900000000001960e-01 1.503350000000000186e+00 2.502549999999999830e+00 4.330729999999999968e+00 5.329250000000000043e+00 6.091530000000000555e+00 6.145960000000000534e+00 3.437340999999999980e+00 3.491600000000000481e+00 4.248468000000000799e+00 5.101564000000000654e+00 6.231772000000000311e+00 7.085643000000000136e+00 7.866893000000000136e+00 -1.642447800000000058e+01 -1.599220599999999948e+01 -1.528340500000000013e+01 -1.449673699999999954e+01 -1.349744999999999884e+01 -1.166924000000000028e+01 -1.066995299999999958e+01 -9.883284999999998988e+00 -9.174483999999999639e+00 -8.742194699999998875e+00 -8.033048870000000008e+00 -7.235544499999999601e+00 -5.945426999999999573e+00
-2.804570000000000007e+00 -1.514530000000000154e+00 -7.197399999999998244e-01 -8.329999999999992966e-02 0.000000000000000000e+00 6.360900000000002663e-01 1.420050000000000257e+00 2.419249999999999901e+00 4.247429999999999595e+00 5.245950000000000557e+00 6.008230000000000182e+00 6.062660000000000160e+00 3.354041000000000050e+00 3.408300000000000107e+00 4.165168000000000426e+00 5.018264000000000280e+00 6.148471999999999937e+00 7.002342999999999762e+00 7.783593000000000650e+00 8.492222000000001714e+00 -1.607550600000000074e+01 -1.536670499999999961e+01 -1.458003699999999903e+01 -1.358074999999999832e+01 -1.175253999999999976e+01 -1.075325299999999906e+01 -9.966584999999998473e+00 -9.257783999999999125e+00 -8.825494699999998360e+00 -8.116348869999999494e+00 -7.318844499999999975e+00 -6.028726999999999947e+00
-3.440660000000000274e+00 -2.150620000000000420e+00 -1.355830000000000091e+00 -7.193900000000001960e-01 -6.360900000000002663e-01 0.000000000000000000e+00 7.839599999999999902e-01 1.783159999999999634e+00 3.611339999999999772e+00 4.609859999999999403e+00 5.372139999999999915e+00 5.426569999999999894e+00 2.717950999999999784e+00 2.772209999999999841e+00 3.529077999999999715e+00 4.382174000000000014e+00 5.512381999999999671e+00 6.366252999999999496e+00 7.147502999999999496e+00 7.856131999999999671e+00 8.288403999999999883e+00 -1.600279499999999899e+01 -1.521612700000000018e+01 -1.421683999999999948e+01 -1.238863000000000092e+01 -1.138934300000000022e+01 -1.060267499999999963e+01 -9.893874000000000279e+00 -9.461584699999999515e+00 -8.752438870000000648e+00 -7.954934500000000241e+00 -6.664817000000000213e+00
-4.224620000000000708e+00 -2.934580000000000854e+00 -2.139790000000000525e+00 -1.503350000000000630e+00 -1.420050000000000701e+00 -7.839599999999999902e-01 0.000000000000000000e+00 9.991999999999996440e-01 2.827379999999999782e+00 3.825899999999999856e+00 4.588179999999999481e+00 4.642609999999999459e+00 1.933990999999999794e+00 1.988249999999999851e+00 2.745117999999999725e+00 3.598213999999999579e+00 4.728421999999999237e+00 5.582292999999999061e+00 6.363542999999999061e+00 7.072171999999999237e+00 7.504443999999999448e+00 8.213244999999998797e+00 -1.600008700000000061e+01 -1.500079999999999991e+01 -1.317259000000000135e+01 -1.217330300000000065e+01 -1.138663500000000006e+01 -1.067783400000000071e+01 -1.024554469999999995e+01 -9.536398870000001082e+00 -8.738894500000000676e+00 -7.448777000000000648e+00
-5.223820000000000796e+00 -3.933780000000000054e+00 -3.138989999999999725e+00 -2.502549999999999830e+00 -2.419249999999999901e+00 -1.783159999999999634e+00 -9.991999999999996440e-01 0.000000000000000000e+00 1.828180000000000138e+00 2.826700000000000212e+00 3.588980000000000281e+00 3.643410000000000259e+00 9.347910000000001496e-01 9.890500000000002068e-01 1.745918000000000081e+00 2.599014000000000379e+00 3.729222000000000037e+00 4.583092999999999861e+00 5.364342999999999861e+00 6.072972000000000037e+00 6.505244000000000248e+00 7.214044999999999597e+00 8.000712999999999298e+00 -1.600000000000000000e+01 -1.417179000000000144e+01 -1.317250300000000074e+01 -1.238583500000000015e+01 -1.167703400000000080e+01 -1.124474470000000004e+01 -1.053559887000000117e+01 -9.738094500000000764e+00 -8.447977000000001624e+00
-7.052000000000000490e+00 -5.761960000000000193e+00 -4.967170000000000307e+00 -4.330730000000000857e+00 -4.247430000000000483e+00 -3.611340000000000217e+00 -2.827380000000000226e+00 -1.828180000000000582e+00 0.000000000000000000e+00 9.985200000000000742e-01 1.760800000000000143e+00 1.815230000000000121e+00 -8.933889999999999887e-01 -8.391299999999999315e-01 -8.226199999999994628e-02 7.708340000000000192e-01 1.901041999999999899e+00 2.754913000000000167e+00 3.536162999999999723e+00 4.244791999999999454e+00 4.677063999999999666e+00 5.385864999999999903e+00 6.172532999999999603e+00 7.171819999999999418e+00 -1.599997000000000114e+01 -1.500068300000000043e+01 -1.421401499999999984e+01 -1.350521400000000050e+01 -1.307292469999999973e+01 -1.236377887000000086e+01 -1.156627450000000046e+01 -1.027615700000000132e+01
-8.050519999999998788e+00 -6.760479999999999379e+00 -5.965689999999999493e+00 -5.329250000000000043e+00 -5.245949999999999669e+00 -4.609859999999999403e+00 -3.825899999999999412e+00 -2.826699999999999768e+00 -9.985199999999996301e-01 0.000000000000000000e+00 7.622800000000000686e-01 8.167100000000000470e-01 -1.891909000000000063e+00 -1.837650000000000006e+00 -1.080782000000000131e+00 -2.276860000000000550e-01 9.025219999999999354e-01 1.756393000000000093e+00 2.537643000000000093e+00 3.246271999999999824e+00 3.678544000000000480e+00 4.387345000000000717e+00 5.174013000000000417e+00 6.173300000000000232e+00 8.001509999999999678e+00 -1.599920299999999962e+01 -1.521253499999999903e+01 -1.450373399999999968e+01 -1.407144469999999892e+01 -1.336229887000000005e+01 -1.256479449999999964e+01 -1.127467700000000050e+01
