1.149425287356321823e-02 5.747126436781609116e-02 2.183908045977011603e-01 1.724137931034482873e-01 1.149425287356321823e-01 1.379310344827586188e-01 2.298850574712643646e-01 4.597701149425287293e-02 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 1.149425287356321823e-02 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
3.169572107765451785e-03 5.388272583201268034e-02 1.465927099841521364e-01 1.814580031695721130e-01 1.965134706814579968e-01 1.489698890649762408e-01 1.347068145800316974e-01 8.161648177496037826e-02 4.041204437400951199e-02 5.546751188589540624e-03 4.754358161648177677e-03 7.923930269413629462e-04 1.584786053882725892e-03 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
4.010695187165775819e-03 4.893048128342245701e-02 1.358288770053475980e-01 1.764705882352941291e-01 1.839572192513369009e-01 1.687165775401069656e-01 1.368983957219251368e-01 8.770053475935829512e-02 4.064171122994652413e-02 1.336898395721925099e-02 2.139037433155080263e-03 1.069518716577540132e-03 2.673796791443850329e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
2.899671370578000944e-03 4.426831625749081539e-02 1.287454088536632568e-01 1.600618596559056639e-01 1.867388362652232792e-01 1.654745795476512682e-01 1.440170114053740680e-01 1.055480378890392423e-01 4.407500483278561920e-02 1.198530833172240483e-02 2.513048521167601194e-03 2.319737096462401102e-03 1.159868548231200551e-03 1.933114247052000647e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
2.169921548990151952e-03 4.122850943081288883e-02 1.083291604072775804e-01 1.555666833583708997e-01 1.654147888499415686e-01 1.759305625104323201e-01 1.667501251877816781e-01 1.136705057586379630e-01 4.723752295109330535e-02 1.201802704056084171e-02 7.344349858120513899e-03 2.003004506760139997e-03 1.168419295610081737e-03 3.338340844600233689e-04 3.338340844600233689e-04 3.338340844600233689e-04 1.669170422300116845e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
1.745477626150428434e-03 3.316407489685813809e-02 9.949222469057442120e-02 1.412250079339892050e-01 1.591558235480799721e-01 1.669311329736591631e-01 1.729609647730879218e-01 1.358298952713424268e-01 6.045699777848301953e-02 1.539193906696286959e-02 6.188511583624245992e-03 3.490955252300856869e-03 1.586797841954934842e-03 1.269438273563947873e-03 1.586797841954934842e-04 3.173595683909869684e-04 3.173595683909869684e-04 1.586797841954934842e-04 2.142883163581271987e-06 1.586797841954934842e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
2.917814880855892478e-03 2.496352731398930255e-02 8.413032906467822480e-02 1.277354514508023953e-01 1.384341060139406832e-01 1.794456151726373794e-01 1.844707408007780769e-01 1.434592316420813807e-01 7.570108607553897861e-02 1.750688928513535400e-02 8.267142162425028182e-03 5.025125628140703592e-03 1.945209920570594841e-03 2.755714054141676205e-03 1.458907440427946239e-03 6.484033068568649831e-04 8.105041335710812559e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 1.621008267142162458e-04 1.621008267142162458e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
1.277955271565495241e-03 2.321618743343982841e-02 7.689030883919062420e-02 1.111821086261980812e-01 1.603833865814696391e-01 1.729499467518636757e-01 1.850905218317358825e-01 1.497337593184238647e-01 6.964856230031948869e-02 2.279020234291799854e-02 8.945686900958467122e-03 7.667731629392971447e-03 1.916932907348242862e-03 2.768903088391906284e-03 2.981895633652822085e-03 1.490947816826411042e-03 2.142883163581271987e-06 4.259850905218317109e-04 2.129925452609158555e-04 2.142883163581271987e-06 2.129925452609158555e-04 2.129925452609158555e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
1.378043178686265456e-03 1.929260450160771856e-02 6.798346348185577148e-02 9.967845659163987460e-02 1.428571428571428492e-01 1.864951768488745942e-01 1.754708314193844654e-01 1.708773541570969279e-01 6.752411575562701496e-02 2.618282039503904562e-02 1.102434542949012365e-02 1.010564997703261407e-02 5.052824988516307035e-03 5.971520440973817484e-03 2.296738631143775689e-03 2.756086357372530913e-03 1.837390904915020681e-03 1.378043178686265456e-03 9.186954524575103405e-04 2.142883163581271987e-06 4.593477262287551702e-04 4.593477262287551702e-04 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
2.142883163581271987e-06 1.277955271565495154e-02 5.431309904153354406e-02 8.945686900958466081e-02 1.485623003194888048e-01 1.629392971246006461e-01 1.821086261980830734e-01 1.597444089456868943e-01 7.987220447284344715e-02 3.514376996805111675e-02 9.584664536741213658e-03 1.277955271565495154e-02 1.277955271565495154e-02 2.076677316293929626e-02 6.389776357827475772e-03 1.597444089456868943e-03 1.597444089456868943e-03 3.194888178913737886e-03 2.142883163581271987e-06 1.597444089456868943e-03 3.194888178913737886e-03 2.142883163581271987e-06 2.142883163581271987e-06 1.597444089456868943e-03 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06 2.142883163581271987e-06
