2.365684575389948030e-02 1.515304542023342312e-02 1.357914181642239614e-02 1.341604140703388064e-02 1.117842694060307979e-02 9.400261226022818550e-03 6.873549573194748241e-03 4.605085715601415011e-03 2.965124122919635379e-03 1.369472174972598960e-03 1.044474497474902081e-03 7.543406862725984732e-04 5.376672419394638251e-04 1.535446693397099385e-04 1.098027279730024933e-04 6.995479976235333597e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.102877342121768165e-05 3.131703602937586256e-04 8.814771548948959314e-04 2.367779751024651300e-03 5.793737771543644270e-03 1.192507553894455417e-02 2.065654077108150868e-02 3.169041067780849208e-02 4.971653442879445106e-02 6.858491179757514322e-02 8.693756569044501503e-02 9.286365557266970661e-02 8.744354114803584710e-02 5.324690565221541078e-02
2.426128137724179595e-02 2.121671357436674676e-02 2.445877016752638286e-02 2.773318096147707121e-02 2.904487486401274160e-02 2.310366046984404717e-02 1.837484077539744756e-02 1.352102502257154087e-02 6.926498316964570592e-03 4.291057391509458564e-03 3.542752827594354299e-03 2.628663882147727962e-03 1.517949637802010199e-03 8.475974313042486732e-04 4.272084582783574756e-04 1.639874568088272970e-04 5.272503862108399289e-05 5.017372971950992432e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.537737132351003541e-04 5.458251861079045858e-04 9.836533355755538045e-04 2.456888394865612817e-03 6.566736406914719035e-03 1.098378028408261015e-02 1.771056609214667968e-02 2.918461370166861024e-02 4.446074428760229263e-02 6.037039014647439805e-02 7.019354864849733366e-02 6.664095393826831304e-02 4.447079351495338700e-02
2.645195267322689517e-02 2.872785844688905202e-02 3.668861712135465525e-02 4.567352002191702592e-02 4.751782635015583400e-02 4.526257053501994004e-02 3.450865241257460025e-02 2.291497947253562720e-02 1.427891180144116000e-02 8.732612090431900523e-03 7.738122713478508968e-03 6.420883242268838297e-03 3.333646305770568592e-03 2.400820962470520941e-03 1.364929115276990179e-03 4.056624885948026307e-04 2.368990580175389844e-04 8.860251437727303763e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.341914480778549608e-04 5.167621067452608883e-04 1.036339240139153408e-03 2.722898066429243688e-03 5.073960339860830206e-03 9.515417789386340988e-03 2.017405872268161413e-02 2.864864895284535348e-02 4.049086391913774702e-02 5.480853415461370282e-02 5.472595850980003368e-02 4.013453311921973826e-02
2.722043506228793291e-02 3.628598856956676694e-02 4.764415819308086275e-02 5.831005586592178519e-02 6.575837317238714119e-02 6.187420578783942721e-02 5.234933799025637269e-02 3.374101796555156046e-02 2.063231978761887950e-02 1.542684216466279172e-02 1.290770994061396677e-02 1.286131255815959641e-02 8.688052303109719543e-03 5.362769263528881745e-03 2.474109407681374714e-03 1.197878476828857092e-03 4.577813682915354387e-04 2.385399844187041467e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.939092052314568696e-04 9.778082327363797968e-04 3.266288625424199413e-03 5.089495269328743639e-03 1.112084733118791011e-02 1.664691199272630776e-02 2.749648048789984575e-02 3.955581047917468285e-02 4.338109471757178870e-02 3.467296074132622530e-02
2.204598190918321404e-02 3.404393234644208233e-02 5.317117501911249045e-02 6.703952713504802985e-02 7.711398688175855054e-02 7.052624553773403915e-02 5.946797180474291261e-02 4.759523157442867997e-02 2.727628724840644101e-02 2.022754926648118179e-02 1.825325545802727184e-02 2.208210293663463025e-02 1.519527045291269723e-02 1.036213775901130736e-02 5.826004910682625743e-03 2.141622032236673544e-03 9.664274220540706832e-04 5.759089535094815250e-04 3.043091497423309512e-04 7.881033729136915033e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.562358783213468709e-04 6.765838279411014438e-04 1.127816360022131483e-03 2.191029678588406106e-03 5.071190930699402688e-03 1.032313734949828581e-02 1.771364670803491845e-02 2.657065067658886601e-02 3.183081354241669436e-02 2.879915389051452071e-02
1.959232983661102212e-02 3.018903867520900119e-02 4.859588514719236779e-02 6.036139209026573915e-02 7.132783237491174821e-02 7.257489300998573589e-02 6.552594081388109226e-02 4.385964914234116024e-02 3.612494160801786591e-02 2.455764543989645207e-02 2.853958412480558926e-02 3.029995538346393763e-02 2.471586659191398958e-02 1.703123398476427339e-02 1.083961659384750226e-02 4.570885122175493039e-03 2.632504919078353708e-03 1.173575328153868063e-03 7.224862819316839931e-04 4.160847463943399393e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.353005530390214523e-04 7.055849237378646142e-04 9.020494033394956283e-04 2.918649401104516077e-03 6.846924894105391179e-03 1.036037003914620606e-02 1.748082570412245323e-02 2.049690616926996833e-02 2.117529195686486052e-02
1.417064437903558898e-02 2.186355961919099478e-02 3.568395975130430470e-02 5.360353123704187511e-02 6.101099878846347191e-02 6.655608801892161364e-02 5.902717673532975606e-02 5.042149177090264611e-02 3.263183079630966460e-02 2.610715576805606661e-02 3.479105327939290698e-02 4.394268340069115708e-02 3.787899000790026505e-02 2.800450341290536965e-02 1.721162279523551220e-02 9.797196596263045218e-03 5.050433825832243741e-03 3.403027225602293666e-03 1.382714713006389989e-03 4.432806491346889788e-04 1.498980482031970563e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.267290730586750620e-04 3.195495401741851394e-04 6.504067965932327491e-04 1.347628748312130814e-03 2.511346100320563293e-03 5.397974062887514468e-03 8.698544716753627698e-03 1.188780606420409246e-02 1.323523550497703212e-02
8.483363119639176012e-03 1.553923593994387814e-02 2.311984480122161734e-02 3.314313079819899283e-02 4.475819379403988413e-02 4.513833545059049018e-02 4.561884065933789062e-02 3.362273086029991809e-02 2.892927017061532394e-02 2.754952083920057110e-02 4.012074340593395350e-02 5.423817794778077600e-02 5.263599382224216222e-02 4.558501559324254493e-02 2.841644358143561797e-02 1.599429878242664485e-02 1.100953984220051987e-02 5.455132898736258715e-03 3.592531937120487049e-03 1.135683344461045803e-03 4.597780680292154411e-04 8.925295541708136546e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.369749642790822672e-04 3.234485022218557340e-04 8.828746835463158671e-04 2.607551833028934080e-03 4.875623806017138386e-03 5.888241092509104331e-03 7.601790391456258664e-03
3.813540866221883097e-03 7.036301077857734163e-03 1.081687599539654654e-02 1.726947790387652060e-02 2.254416923159843766e-02 2.860460027524074078e-02 2.589569781500364667e-02 2.383540275972858766e-02 2.372544692120944626e-02 2.570063955291848959e-02 4.403174703289560593e-02 6.639349152965193235e-02 6.863019414851104227e-02 5.967565393688695902e-02 4.346734705938189863e-02 2.945485559422333574e-02 1.864167404548050869e-02 1.141288738406479562e-02 5.315469592614079954e-03 2.942309729775254706e-03 1.443387900847040379e-03 1.850762354841839930e-04 1.853450503235421084e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.091237198471630435e-04 1.934733384523338901e-04 9.590776573706058863e-04 1.623431322545151011e-03 2.432128745329218463e-03 3.250114889079131625e-03
1.519043169391551436e-03 2.627877419696153950e-03 4.622721765533332680e-03 7.762132426928738602e-03 1.041441714657190092e-02 1.227052093774985524e-02 1.295434291665860729e-02 1.522927173772295473e-02 1.565811017049557191e-02 2.563552964376044838e-02 5.118543182348843368e-02 8.755595864859468114e-02 9.398666676985302504e-02 8.844951000390133267e-02 6.760540854626348461e-02 4.848472239753235519e-02 3.188993837361294575e-02 2.123905010956430445e-02 1.199467153696224565e-02 5.741199972464213104e-03 2.223393600774170153e-03 6.379989769378467809e-04 3.151823205754177796e-04 6.785643550353550549e-05 3.791046224146831558e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.380739057976219315e-05 8.015740350455237407e-05 2.093600935359171992e-04 5.092439152955568387e-04 7.497059379769798653e-04 9.848908297290476059e-04
