res_1401.dat:Perr		-nan		-nan		-nan	
res_1402.dat:Perr		0.00195347		0.00233725		-nan	
res_1403.dat:Perr		0.00246564		0.00180609		-nan	
res_1404.dat:Perr		-nan		-nan		-nan	
res_1405.dat:Perr		0.00408027		0.00457623		0.00298803	
res_1406.dat:Perr		0.00284731		-nan		0.00446315	
res_1407.dat:Perr		0.00394766		0.00221061		-nan	
res_1408.dat:Perr		0.00274059		-nan		-nan	
res_1409.dat:Perr		0.00444384		-nan		0.00294986	
res_1410.dat:Perr		0.00417003		-nan		0.00150384	
