res_1010.dat:A	0	0.0005714	-0.0005714	-0.0005714	0	0.0005714	0.0005714	-0.0005714	0	
res_1011.dat:A	0	0.0006476	-0.0006476	-0.0006476	0	0.0006476	0.0006476	-0.0006476	0	
res_1012.dat:A	0	0.0007316	-0.0007316	-0.0007316	0	0.0007316	0.0007316	-0.0007316	0	
res_1013.dat:A	0	0.0008048	-0.000805	-0.0008048	0	0.000805	0.000805	-0.000805	0	
res_1014.dat:A	0	0.000789	-0.000789	-0.000789	0	0.000789	0.000789	-0.000789	0	
res_1015.dat:A	0	0.000885	-0.0008852	-0.000885	0	0.0008852	0.0008852	-0.0008852	0	
res_1016.dat:A	0	0.0008974	-0.0008974	-0.0008974	0	0.0008974	0.0008974	-0.0008974	0	
res_1017.dat:A	0	0.0009178	-0.000918	-0.0009178	0	0.000918	0.000918	-0.000918	0	
res_1018.dat:A	0	0.000982	-0.000982	-0.000982	0	0.000982	0.000982	-0.000982	0	
res_1019.dat:A	0	0.0010612	-0.0010612	-0.0010612	0	0.0010612	0.0010612	-0.0010612	0	
res_1020.dat:A	0	0.0010698	-0.00107	-0.0010698	0	0.00107	0.00107	-0.00107	0	
res_105.dat:A	0	-6.4e-06	6.2e-06	6.4e-06	0	-6.2e-06	-6.2e-06	6.2e-06	0	
res_106.dat:A	0	0.000152	-0.000152	-0.000152	0	0.000152	0.000152	-0.000152	0	
res_107.dat:A	0	0.0002652	-0.0002654	-0.0002652	0	0.0002654	0.0002654	-0.0002654	0	
res_108.dat:A	0	0.0004034	-0.0004034	-0.0004034	0	0.0004034	0.0004034	-0.0004034	0	
res_109.dat:A	0	0.0004868	-0.0004868	-0.0004868	0	0.0004868	0.0004868	-0.0004868	0	
