res_1401.dat:Aerr	0	1.58252e-05	-3.85614e-06	-1.58252e-05	0	-2.80479e-06	3.85614e-06	2.80479e-06	0	
res_1402.dat:Aerr	0	3.30598e-05	-1.95833e-05	-3.30598e-05	0	2.81479e-05	1.95833e-05	-2.81479e-05	0	
res_1403.dat:Aerr	0	-1.42104e-05	-2.32776e-06	1.42104e-05	0	2.23792e-05	2.32776e-06	-2.23792e-05	0	
res_1404.dat:Aerr	0	4.06934e-05	-1.50835e-05	-4.06934e-05	0	1.00783e-05	1.50835e-05	-1.00783e-05	0	
res_1405.dat:Aerr	0	5.91333e-05	-9.05951e-06	-5.91333e-05	0	2.11538e-05	9.05951e-06	-2.11538e-05	0	
res_1406.dat:Aerr	0	1.99273e-05	-1.39012e-05	-1.99273e-05	0	2.42913e-06	1.39012e-05	-2.42913e-06	0	
res_1407.dat:Aerr	0	1.03658e-05	4.05203e-06	-1.03658e-05	0	2.77339e-05	-4.05203e-06	-2.77339e-05	0	
res_1408.dat:Aerr	0	1.17692e-05	-1.49523e-05	-1.17692e-05	0	-1.98426e-05	1.49523e-05	1.98426e-05	0	
res_1409.dat:Aerr	0	2.59083e-05	-9.09987e-06	-2.59083e-05	0	8.34983e-06	9.09987e-06	-8.34983e-06	0	
res_1410.dat:Aerr	0	5.59165e-06	1.31968e-05	-5.59165e-06	0	1.51691e-06	-1.31968e-05	-1.51691e-06	0	
