0	0.815708	-17.7473
0.005	0.905709	-18.2052
0.01	0.997261	-18.3647
0.015	1.08884	-18.2149
0.02	1.17891	-17.7654
0.025	1.26604	-17.045
0.03	1.34898	-16.0977
0.035	1.42673	-14.9772
0.04	1.49856	-13.7409
0.045	1.56404	-12.444
0.05	1.62298	-11.136
0.055	1.67545	-9.85723
0.06	1.72166	-8.63834
0.065	1.76196	-7.50012
0.07	1.79681	-6.4547
0.075	1.82667	-5.50695
0.08	1.85204	-4.65612
0.085	1.87339	-3.89732
0.09	1.89116	-3.22289
0.095	1.90574	-2.62337
0.1	1.9175	-2.08835
0.105	1.92672	-1.60696
0.11	1.93364	-1.16824
0.115	1.93845	-0.761303
0.12	1.94129	-0.375432
0.125	1.94222	-5.22107e-05
0.13	1.94129	0.375326
0.135	1.93845	0.761192
0.14	1.93364	1.16812
0.145	1.92672	1.60683
0.15	1.9175	2.0882
0.155	1.90575	2.6232
0.16	1.89116	3.22268
0.165	1.8734	3.89708
0.17	1.85205	4.65584
0.175	1.82668	5.50662
0.18	1.79682	6.4543
0.185	1.76198	7.49964
0.19	1.72167	8.63776
0.195	1.67546	9.85655
0.2	1.623	11.1352
0.205	1.56406	12.443
0.21	1.49859	13.7397
0.215	1.42677	14.9758
0.22	1.34903	16.096
0.225	1.2661	17.043
0.23	1.17898	17.7629
0.235	1.08892	18.2119
0.24	0.997359	18.3611
0.245	0.905826	18.2009
0.25	0.815848	17.7422
0.255	0.728853	17.0146
0.26	0.646076	16.0631
0.265	0.568505	14.9418
0.27	0.496844	13.7084
0.275	0.431515	12.4182
0.28	0.372675	11.1204
0.285	0.320256	9.85535
0.29	0.274015	8.65349
0.295	0.233581	7.5356
0.3	0.198498	6.51394
0.305	0.168272	5.59368
0.31	0.142393	4.77456
0.315	0.120365	4.05242
0.32	0.101718	3.4205
0.325	0.086023	2.87053
0.33	0.0728913	2.39352
0.335	0.0619814	1.9803
0.34	0.0529969	1.62192
0.345	0.0456851	1.30987
0.35	0.0398344	1.03616
0.355	0.035272	0.793379
0.36	0.0318606	0.574638
0.365	0.0294963	0.373504
0.37	0.0281063	0.1839
0.375	0.0276478	-5.32823e-09
0.38	0.0281063	-0.1839
0.385	0.0294963	-0.373504
0.39	0.0318606	-0.574638
0.395	0.035272	-0.793379
0.4	0.0398344	-1.03616
0.405	0.0456851	-1.30987
0.41	0.0529969	-1.62192
0.415	0.0619814	-1.9803
0.42	0.0728913	-2.39352
0.425	0.086023	-2.87053
0.43	0.101718	-3.4205
0.435	0.120365	-4.05242
0.44	0.142393	-4.77456
0.445	0.168272	-5.59368
0.45	0.198498	-6.51394
0.455	0.233581	-7.5356
0.46	0.274015	-8.65349
0.465	0.320256	-9.85535
0.47	0.372675	-11.1204
0.475	0.431515	-12.4182
0.48	0.496844	-13.7084
0.485	0.568505	-14.9418
0.49	0.646076	-16.0631
0.495	0.728853	-17.0146
0.5	0.815848	-17.7422
0.505	0.905826	-18.2009
0.51	0.997359	-18.3611
0.515	1.08892	-18.2119
0.52	1.17898	-17.7629
0.525	1.2661	-17.043
0.53	1.34903	-16.096
0.535	1.42677	-14.9758
0.54	1.49859	-13.7397
0.545	1.56406	-12.443
0.55	1.623	-11.1352
0.555	1.67546	-9.85655
0.56	1.72167	-8.63777
0.565	1.76198	-7.49965
0.57	1.79682	-6.45431
0.575	1.82668	-5.50663
0.58	1.85205	-4.65585
0.585	1.8734	-3.8971
0.59	1.89116	-3.2227
0.595	1.90575	-2.62322
0.6	1.9175	-2.08822
0.605	1.92672	-1.60686
0.61	1.93364	-1.16815
0.615	1.93845	-0.761228
0.62	1.94129	-0.37537
0.625	1.94222	-1.12176e-08
0.63	1.94129	0.37537
0.635	1.93845	0.761228
0.64	1.93364	1.16815
0.645	1.92672	1.60686
0.65	1.9175	2.08822
0.655	1.90575	2.62322
0.66	1.89116	3.2227
0.665	1.8734	3.8971
0.67	1.85205	4.65585
0.675	1.82668	5.50663
0.68	1.79682	6.45431
0.685	1.76198	7.49965
0.69	1.72167	8.63777
0.695	1.67546	9.85655
0.7	1.623	11.1352
0.705	1.56406	12.443
0.71	1.49859	13.7397
0.715	1.42677	14.9758
0.72	1.34903	16.096
0.725	1.2661	17.043
0.73	1.17898	17.7629
0.735	1.08892	18.2119
0.74	0.997359	18.3611
0.745	0.905826	18.2009
0.75	0.815848	17.7422
0.755	0.728853	17.0146
0.76	0.646076	16.0631
0.765	0.568505	14.9418
0.77	0.496844	13.7084
0.775	0.431515	12.4182
0.78	0.372675	11.1204
0.785	0.320256	9.85535
0.79	0.274015	8.65348
0.795	0.233581	7.53559
0.8	0.198499	6.51393
0.805	0.168272	5.59367
0.81	0.142393	4.77455
0.815	0.120365	4.0524
0.82	0.101719	3.42049
0.825	0.0860234	2.87052
0.83	0.0728919	2.3935
0.835	0.0619821	1.98027
0.84	0.0529978	1.62189
0.845	0.0456861	1.30983
0.85	0.0398356	1.03611
0.855	0.0352734	0.793326
0.86	0.0318623	0.574575
0.865	0.0294983	0.373428
0.87	0.0281088	0.183809
0.875	0.0276507	-0.000109938
0.88	0.0281099	-0.184032
0.885	0.0295006	-0.373662
0.89	0.0318658	-0.574829
0.895	0.0352782	-0.793608
0.9	0.0398419	-1.03643
0.905	0.0456941	-1.3102
0.91	0.0530078	-1.62232
0.915	0.0619945	-1.98078
0.92	0.0729069	-2.3941
0.925	0.0860418	-2.87123
0.93	0.101741	-3.42133
0.935	0.120392	-4.05341
0.94	0.142425	-4.77576
0.945	0.168311	-5.59512
0.95	0.198546	-6.51567
0.955	0.233637	-7.53768
0.96	0.274083	-8.65599
0.965	0.320338	-9.85836
0.97	0.372773	-11.124
0.975	0.431633	-12.4225
0.98	0.496986	-13.7136
0.985	0.568675	-14.9481
0.99	0.646281	-16.0707
0.995	0.729099	-17.0237
