2.731737540481909976e-01 2.259035310637486915e-01 2.304670851080130034e-01 2.704556297800473907e-01
2.729748727957205801e-01 2.259244122341607652e-01 2.307360735223593362e-01 2.703646414477592352e-01
2.723865296886933685e-01 2.259864261934400598e-01 2.315306228235126662e-01 2.700964212943539611e-01
2.714328858738878081e-01 2.260877468412156865e-01 2.328146346412300616e-01 2.696647326436664160e-01
2.701518476449671358e-01 2.262255296476842203e-01 2.345316078422470529e-01 2.690910148651016187e-01
2.685918783432036383e-01 2.263961784742735683e-01 2.366095733675750712e-01 2.684023698149478054e-01
2.668081782272903046e-01 2.265956620238096519e-01 2.389669919381623708e-01 2.676291678107375893e-01
2.648587288002779427e-01 2.268198361927749873e-01 2.415188370122484107e-01 2.668025979946987425e-01
2.628006614140895314e-01 2.270647322725647399e-01 2.441821457548858654e-01 2.659524605584599466e-01
2.606872953973639051e-01 2.273267815635729716e-01 2.468805029811064755e-01 2.651054200579566755e-01
2.585660332083207225e-01 2.276029613396989282e-01 2.495471718226061342e-01 2.642838336293740764e-01
2.564771413437055281e-01 2.278908614167015345e-01 2.521268339775958878e-01 2.635051632619970774e-01
2.544533203925148923e-01 2.281886817486306063e-01 2.545760980963012732e-01 2.627818997625532282e-01
2.525198930096380079e-01 2.284951779776366321e-01 2.568630504779518264e-01 2.621218785347737557e-01
2.506954142316147327e-01 2.288095737725676648e-01 2.589661589544888232e-01 2.615288530413288903e-01
2.489925221606545391e-01 2.291314572496569724e-01 2.608728181440009286e-01 2.610032024456875321e-01
2.474188822355276873e-01 2.294606752721926046e-01 2.625777679197677239e-01 2.605426745725119009e-01
2.459781205846978125e-01 2.297972352998464141e-01 2.640815496913527238e-01 2.601430944241030496e-01
2.446706814658445306e-01 2.301412206045629072e-01 2.653891023421990347e-01 2.597989955873935553e-01
2.434945755337305506e-01 2.304927215511537730e-01 2.665085492282068258e-01 2.595041536869087118e-01
2.424460083155503265e-01 2.308517833863210078e-01 2.674501915859032186e-01 2.592520167122254193e-01
2.415198926566733129e-01 2.312183695191327992e-01 2.682257006999623772e-01 2.590360371242316218e-01
2.407102568158656086e-01 2.315923384504744165e-01 2.688474884431227285e-01 2.588499162905372186e-01
2.400105632639163156e-01 2.319734321438806091e-01 2.693282303087782270e-01 2.586877742834248206e-01
2.394139537340340684e-01 2.323612735710746946e-01 2.696805141993975363e-01 2.585442584954936174e-01
2.389134349427998738e-01 2.327553712928283891e-01 2.699165900303129306e-01 2.584146037340587787e-01
2.385020175096273509e-01 2.331551291633347234e-01 2.700481982884549437e-01 2.582946550385831208e-01
2.381728184917619173e-01 2.335598595170776670e-01 2.700864591796359182e-01 2.581808628115246362e-01
2.379191359283833740e-01 2.339687984749614369e-01 2.700418074025653370e-01 2.580702581940899631e-01
2.377345020016715660e-01 2.343811222705120823e-01 2.699239606463872398e-01 2.579604150814291952e-01
2.376127199282575264e-01 2.347959637358797425e-01 2.697419125200057888e-01 2.578494038158570811e-01
2.375478884891285558e-01 2.352124282966331081e-01 2.695039427742504379e-01 2.577357404399879814e-01
2.375344171604146792e-01 2.356296090027353574e-01 2.692176394077781532e-01 2.576183344290717825e-01
2.375670340808498371e-01 2.360466002719084910e-01 2.688899286105846387e-01 2.574964370366571442e-01
2.376407885424182409e-01 2.364625101432584753e-01 2.685271095561930221e-01 2.573695917581302339e-01
2.377510492805083864e-01 2.368764709363009036e-01 2.681348918632661116e-01 2.572375879199245707e-01
2.378934995362408378e-01 2.372876482866593251e-01 2.677184341604857409e-01 2.571004180166141517e-01
2.380641296399204909e-01 2.376952485876406285e-01 2.672823826483597398e-01 2.569582391240792241e-01
2.382592276999287162e-01 2.380985249094514089e-01 2.668309088933331075e-01 2.568113384972867674e-01
2.384753688597317234e-01 2.384967814977103084e-01 2.663677463411975310e-01 2.566601033013604649e-01
2.387094034950265620e-01 2.388893769723615945e-01 2.658962252204859489e-01 2.565049943121258669e-01
2.389584446544826823e-01 2.392757263591984984e-01 2.654193056393456818e-01 2.563465233469729432e-01
2.392198549946433217e-01 2.396553020907924159e-01 2.649396087742876271e-01 2.561852341402766076e-01
2.394912334178220803e-01 2.400276341130658242e-01 2.644594461163258803e-01 2.560216863527862707e-01
2.397704015879665862e-01 2.403923092295123243e-01 2.639808467865828456e-01 2.558564423959382994e-01
2.400553904713519926e-01 2.407489698080459151e-01 2.635055829651894443e-01 2.556900567554126202e-01
2.403444270250274795e-01 2.410973119666766362e-01 2.630351934982855799e-01 2.555230675100104709e-01
2.406359211352778193e-01 2.414370833442090469e-01 2.625710057612079540e-01 2.553559897593050687e-01
2.409284528901533828e-01 2.417680805516835285e-01 2.621141558637440361e-01 2.551893106944191913e-01
2.412207602541093510e-01 2.420901463895669403e-01 2.616656072872571848e-01 2.550234860690666072e-01
2.415117271985131320e-01 2.424031669052539861e-01 2.612261680447221512e-01 2.548589378515107029e-01
2.418003723291864138e-01 2.427070683553569364e-01 2.607965064540742062e-01 2.546960528613823604e-01
2.420858380409419142e-01 2.430018141278214305e-01 2.603771656133855306e-01 2.545351822178513190e-01
2.423673802193025417e-01 2.432874016701317976e-01 2.599685766636501416e-01 2.543766414469155190e-01
2.426443585010127080e-01 2.435638594618817765e-01 2.595710709216870193e-01 2.542207111154183852e-01
2.429162270975721294e-01 2.438312440627830591e-01 2.591848909620687591e-01 2.540676378775758582e-01
2.431825261797422033e-01 2.440896372607461451e-01 2.588102007232193635e-01 2.539176358362922326e-01
2.434428738156322325e-01 2.443391433390556811e-01 2.584470947089319015e-01 2.537708881363803237e-01
2.436969584506120390e-01 2.445798864766852709e-01 2.580956063527281574e-01 2.536275487199744494e-01
2.439445319136966384e-01 2.448120082916038498e-01 2.577557156086205392e-01 2.534877441860791114e-01
2.441854029322538533e-01 2.450356655332602829e-01 2.574273558281123808e-01 2.533515757063734553e-01
2.444194311346545856e-01 2.452510279274313643e-01 2.571104199796014345e-01 2.532191209583125047e-01
2.446465215189627118e-01 2.454582761740415064e-01 2.568047662628383798e-01 2.530904360441574852e-01
2.448666193646010791e-01 2.456576000965264295e-01 2.565102231676685274e-01 2.529655573712040750e-01
2.450797055633235355e-01 2.458491969396078280e-01 2.562265940230267769e-01 2.528445034740418040e-01
2.452857923455118161e-01 2.460332698110563321e-01 2.559536610790262290e-01 2.527272767644057061e-01
2.454849193778424199e-01 2.462100262619775493e-01 2.556911891619964017e-01 2.526138651981836847e-01
2.456771502086698700e-01 2.463796769994322788e-01 2.554389289394929929e-01 2.525042438524048860e-01
2.458625690379297180e-01 2.465424347246528702e-01 2.551966198295981814e-01 2.523983764078193137e-01
2.460412777890564340e-01 2.466985130897962897e-01 2.549639925863033674e-01 2.522962165348439090e-01
2.462133934611913377e-01 2.468481257659629613e-01 2.547407715903425851e-01 2.521977091825029493e-01
2.463790457408240042e-01 2.469914856151980975e-01 2.545266768725897855e-01 2.521027917713880018e-01
2.465383748529969832e-01 2.471288039591941765e-01 2.543214258950077244e-01 2.520113952928011436e-01
2.466915296331913532e-01 2.472602899375840324e-01 2.541247351121415643e-01 2.519234453170830501e-01
2.468386658020282343e-01 2.473861499488982374e-01 2.539363213342717973e-01 2.518388629148016200e-01
2.469799444259902499e-01 2.475065871675054541e-01 2.537559029116244202e-01 2.517575654948798758e-01
2.471155305483708764e-01 2.476218011301496436e-01 2.535832007573877167e-01 2.516794675640917078e-01
2.472455919756958997e-01 2.477319873860052979e-01 2.534179392257885910e-01 2.516044814125102946e-01
2.473702982058446631e-01 2.478373372045073741e-01 2.532598468600784636e-01 2.515325177295694159e-01
2.474898194850772282e-01 2.479380373355304368e-01 2.531086570239821087e-01 2.514634861554101986e-01
2.476043259820713272e-01 2.480342698168704896e-01 2.529641084289431796e-01 2.513972957721149482e-01
2.477139870679898603e-01 2.481262118242724690e-01 2.528259455684265800e-01 2.513338555393110352e-01
2.478189706924257552e-01 2.482140355596249293e-01 2.526939190694672543e-01 2.512730746784820890e-01
