res_1010.dat:S	0.221936	0.0094206	0.0090014	0.0094206	0.400053	0.0124006	0.0090014	0.0124006	0.316366	
res_1011.dat:S	0.225309	0.0096872	0.009226	0.0096872	0.401574	0.01255	0.009226	0.01255	0.310191	
res_1012.dat:S	0.229091	0.0100536	0.009432	0.0100536	0.40221	0.0127484	0.009432	0.0127484	0.304232	
res_1013.dat:S	0.230975	0.0102968	0.009589	0.0102968	0.405464	0.0129678	0.009589	0.0129678	0.297854	
res_1014.dat:S	0.234775	0.0105238	0.0098082	0.0105238	0.405412	0.0131682	0.0098082	0.0131682	0.292812	
res_1015.dat:S	0.23653	0.0107466	0.0100008	0.0107466	0.407478	0.013294	0.0100008	0.013294	0.287909	
res_1016.dat:S	0.238302	0.0109714	0.0101502	0.0109714	0.407268	0.0134846	0.0101502	0.0134846	0.285218	
res_1017.dat:S	0.24034	0.0111898	0.01031	0.0111898	0.408828	0.013696	0.01031	0.013696	0.28044	
res_1018.dat:S	0.242443	0.0114008	0.0104808	0.0114008	0.410002	0.013834	0.0104808	0.013834	0.276124	
res_1019.dat:S	0.241667	0.0115816	0.0105292	0.0115816	0.414066	0.0140064	0.0105292	0.0140064	0.272032	
res_1020.dat:S	0.246491	0.0117894	0.010792	0.0117894	0.409572	0.0140776	0.010792	0.0140776	0.270619	
res_105.dat:S	0.185143	0.0074832	0.0075274	0.0074832	0.380226	0.011251	0.0075274	0.011251	0.382108	
res_106.dat:S	0.196682	0.0079316	0.007918	0.0079316	0.386771	0.0114708	0.007918	0.0114708	0.361906	
res_107.dat:S	0.206178	0.008372	0.008265	0.008372	0.388584	0.0116802	0.008265	0.0116802	0.348604	
res_108.dat:S	0.210697	0.0087694	0.0085402	0.0087694	0.393747	0.0118886	0.0085402	0.0118886	0.33716	
res_109.dat:S	0.217378	0.0091136	0.0087916	0.0091136	0.397025	0.0121512	0.0087916	0.0121512	0.325484	
