-4.412053906881523879e+00 -4.634016269235671892e+00 -5.032760355182213097e+00 -5.813840183984094523e+00 -6.942595026182757145e+00 -8.003184892785389692e+00 -9.319308944120942684e+00 -1.102965089058554149e+01 -1.303785650180666167e+01 -1.530918255012477758e+01 -1.776807446109442523e+01 -2.127964625612728966e+01 -2.364237828288742804e+01 -2.641606026616446812e+01 -2.885611215500739135e+01 -2.875742801283766426e+01 -2.880270775594213006e+01 -2.657772391021336844e+01 -2.343800090847202711e+01 -2.022511124606965893e+01 -1.764583511498013380e+01 -1.478787699670965772e+01 -1.249696588516511220e+01 -1.041523361649489665e+01 -8.597510793981742339e+00 -7.016966270230133418e+00 -5.867637487810163144e+00 -4.975199454976264590e+00 -4.320077853766171927e+00 -4.084748542305580266e+00
-4.634016269235671892e+00 -4.451562768541602821e+00 -4.532938442698657866e+00 -4.987641418133904381e+00 -5.817509665291188625e+00 -6.551618497662056839e+00 -7.547981272397037422e+00 -8.995318096058621649e+00 -1.072795398859065941e+01 -1.270983435712642340e+01 -1.494691639364868330e+01 -1.771923958456370585e+01 -2.066136516848116145e+01 -2.274690694267967572e+01 -2.657310162742044568e+01 -2.875811741669338772e+01 -2.764076241391776989e+01 -2.876064940711865248e+01 -2.716167707578776813e+01 -2.304177303974083912e+01 -2.083613981708435858e+01 -1.761041327794139377e+01 -1.483757988010322393e+01 -1.260823898982208924e+01 -1.047716332200886136e+01 -8.622241882875371743e+00 -7.226680268555762510e+00 -6.043900559493133429e+00 -5.131908528071061681e+00 -4.637062077054793896e+00
-5.032760355182213097e+00 -4.532938442698657866e+00 -4.315480789513633120e+00 -4.571248480700962347e+00 -5.108487591130980832e+00 -5.498661873939037825e+00 -6.256110711461277951e+00 -7.437121783763927851e+00 -8.884793024686251428e+00 -1.057193864544031925e+01 -1.267629220198376494e+01 -1.482846699191348172e+01 -1.745020627885233822e+01 -2.091200040259927917e+01 -2.498900605492433513e+01 -2.754100311030118675e+01 -2.876221005698339539e+01 -2.874669986646459918e+01 -2.685553222239851223e+01 -2.794581298969121619e+01 -2.453443341160161140e+01 -2.063726367570649600e+01 -1.770819853293918200e+01 -1.496925411000938944e+01 -1.251144354077710297e+01 -1.042810723469504985e+01 -8.733871872340175813e+00 -7.285239356789718457e+00 -6.113072877341458877e+00 -5.352700250126561698e+00
-5.813840183984094523e+00 -4.987641418133904381e+00 -4.571248480700962347e+00 -4.550635987773180346e+00 -4.781484655383497540e+00 -4.844241341776820420e+00 -5.327454632409680535e+00 -6.218597356079153649e+00 -7.388643875263875671e+00 -8.809166998983050334e+00 -1.056555165526332729e+01 -1.261749789207414807e+01 -1.478193530487864571e+01 -1.760773987010675512e+01 -2.074906440527145435e+01 -2.415317256976260651e+01 -2.668153503980945729e+01 -2.880654512172090875e+01 -2.877141778588741872e+01 -2.865019840502428394e+01 -2.591179847517179624e+01 -2.298434090571704758e+01 -2.063913137741170090e+01 -1.720804505158289999e+01 -1.500029262353336890e+01 -1.246468757828807306e+01 -1.062536400347932108e+01 -8.884478283289853451e+00 -7.476043061418123692e+00 -6.430512776576988720e+00
-6.942595026182757145e+00 -5.817509665291188625e+00 -5.108487591130980832e+00 -4.781484655383497540e+00 -4.580560571672928738e+00 -4.252703410509091064e+00 -4.469037445967773969e+00 -5.082767940002627327e+00 -5.971874620021366376e+00 -7.122036080623393772e+00 -8.630049209475389560e+00 -1.043275692699340240e+01 -1.240917991486544203e+01 -1.480558046137461226e+01 -1.751972363199265104e+01 -2.030990321844359059e+01 -2.400680323649740089e+01 -2.650456534416180077e+01 -2.760782684181342717e+01 -2.874912932432454227e+01 -2.759821760889635200e+01 -2.689167035767822611e+01 -2.344439494621308029e+01 -2.020017339614463125e+01 -1.782630603299527650e+01 -1.503405858685215968e+01 -1.289574118610956788e+01 -1.086886311399108607e+01 -9.177378619415311078e+00 -7.904066882274043415e+00
-8.003184892785389692e+00 -6.551618497662056839e+00 -5.498661873939037825e+00 -4.844241341776820420e+00 -4.252703410509091064e+00 -3.604399024146973662e+00 -3.585411087533367347e+00 -3.983695795418797925e+00 -4.643545298976710534e+00 -5.542737930895842879e+00 -6.868430477911908305e+00 -8.456503282034857349e+00 -1.022392483573243993e+01 -1.227563281827637098e+01 -1.478955231113036461e+01 -1.734724036874877129e+01 -2.064279284756965183e+01 -2.283916091433973250e+01 -2.563890508065650664e+01 -2.867196327807403833e+01 -2.874594219440507104e+01 -2.803130837043079637e+01 -2.724242482064650872e+01 -2.296286807093110127e+01 -2.021270835038466274e+01 -1.732798209224380415e+01 -1.504287379974295114e+01 -1.290306841236951207e+01 -1.085197103101337035e+01 -9.227492962346383720e+00
-9.319308944120942684e+00 -7.547981272397037422e+00 -6.256110711461277951e+00 -5.327454632409680535e+00 -4.469037445967773969e+00 -3.585411087533367347e+00 -3.429436125416006842e+00 -3.618472484874449169e+00 -4.038365725428106678e+00 -4.700581777147863960e+00 -5.792169303142790326e+00 -7.084406320661373435e+00 -8.602976610362977894e+00 -1.047145809954415441e+01 -1.279952864253110256e+01 -1.494007232900217375e+01 -1.733761361582681815e+01 -2.052265379233064735e+01 -2.356918722230494012e+01 -2.711870421563980571e+01 -2.828444373632495612e+01 -2.870990674207787663e+01 -2.867455761244289292e+01 -2.678311318703923050e+01 -2.393827540178055457e+01 -2.068063920640987163e+01 -1.746335208457508159e+01 -1.498672992832732120e+01 -1.278039723288544671e+01 -1.090026645358905810e+01
-1.102965089058554149e+01 -8.995318096058621649e+00 -7.437121783763927851e+00 -6.218597356079153649e+00 -5.082767940002627327e+00 -3.983695795418797925e+00 -3.618472484874449169e+00 -3.564465275146309509e+00 -3.724435919911459614e+00 -4.119317481452429597e+00 -4.948603602723787631e+00 -5.971582657208982070e+00 -7.199367174327133689e+00 -8.755704471691130308e+00 -1.070747136721807102e+01 -1.274098440646687536e+01 -1.501857024711601341e+01 -1.761132426942239348e+01 -2.032325993230018213e+01 -2.320618625549275649e+01 -2.623555634081318999e+01 -2.875899534503973243e+01 -2.868296401702440690e+01 -2.867595364880650521e+01 -2.810313723680581077e+01 -2.378219124881679747e+01 -2.052421966179770507e+01 -1.744286787653863513e+01 -1.502354963130374266e+01 -1.283178001996760287e+01
-1.303785650180666167e+01 -1.072795398859065941e+01 -8.884793024686251428e+00 -7.388643875263875671e+00 -5.971874620021366376e+00 -4.643545298976710534e+00 -4.038365725428106678e+00 -3.724435919911459614e+00 -3.587570423529163222e+00 -3.743228020264649736e+00 -4.309557505683548229e+00 -5.042744473900399704e+00 -6.012808609339488797e+00 -7.327958530727623376e+00 -9.014025126063883064e+00 -1.072459863163244265e+01 -1.266829192252082770e+01 -1.500612315970176525e+01 -1.739843447313458569e+01 -2.063434875550257885e+01 -2.432302245735566970e+01 -2.764208543612672031e+01 -2.828270782239408732e+01 -2.868501983678441647e+01 -2.869872310661607528e+01 -2.674600374308149497e+01 -2.344334170970695297e+01 -2.014536228549718899e+01 -1.748800006342129265e+01 -1.516351405495589866e+01
-1.530918255012477758e+01 -1.270983435712642340e+01 -1.057193864544031925e+01 -8.809166998983050334e+00 -7.122036080623393772e+00 -5.542737930895842879e+00 -4.700581777147863960e+00 -4.119317481452429597e+00 -3.743228020264649736e+00 -3.647442229341117059e+00 -3.981199742008350473e+00 -4.455058214601531397e+00 -5.155325111463316290e+00 -6.190651122351792601e+00 -7.615465619430615618e+00 -9.047246553550330361e+00 -1.071371014295423230e+01 -1.270117516413464109e+01 -1.494592976128281769e+01 -1.741936310049735326e+01 -2.020375160265345471e+01 -2.458192644394279114e+01 -2.874553000200661401e+01 -2.821476710069565286e+01 -2.870076954308649775e+01 -2.761795336777724330e+01 -2.633706079540647949e+01 -2.308247150043007423e+01 -2.076294858183134195e+01 -1.755003134399903786e+01
-1.776807446109442523e+01 -1.494691639364868330e+01 -1.267629220198376494e+01 -1.056555165526332729e+01 -8.630049209475389560e+00 -6.868430477911908305e+00 -5.792169303142790326e+00 -4.948603602723787631e+00 -4.309557505683548229e+00 -3.981199742008350473e+00 -4.049368360155479074e+00 -4.220930035587329598e+00 -4.643666230700094211e+00 -5.414668477327447604e+00 -6.565513814817463434e+00 -7.685544080980823090e+00 -9.027006123408176208e+00 -1.075314989673081634e+01 -1.277516121359280810e+01 -1.482931660513509797e+01 -1.756132731830468430e+01 -2.101875258335619279e+01 -2.480564743352887902e+01 -2.627386986505153743e+01 -2.735933717632314455e+01 -2.869552211337849457e+01 -2.850104254836650597e+01 -2.696811315646881368e+01 -2.369366445327939630e+01 -2.112478225969068646e+01
-2.127964625612728966e+01 -1.771923958456370585e+01 -1.482846699191348172e+01 -1.261749789207414807e+01 -1.043275692699340240e+01 -8.456503282034857349e+00 -7.084406320661373435e+00 -5.971582657208982070e+00 -5.042744473900399704e+00 -4.455058214601531397e+00 -4.220930035587329598e+00 -4.089799264442164350e+00 -4.220124279550466539e+00 -4.727549087409660622e+00 -5.567428320750461346e+00 -6.366536265517839688e+00 -7.444980752286410208e+00 -8.897703994797915072e+00 -1.063469822737896919e+01 -1.246149048352946309e+01 -1.497674144855795575e+01 -1.751690461634467155e+01 -2.031554388907325759e+01 -2.375832804333835568e+01 -2.662184393100236335e+01 -2.789077687408985895e+01 -2.871592023455851717e+01 -2.856029833454594424e+01 -2.596432442499391158e+01 -2.351877534281060633e+01
