9.760781481747302920e-08 3.572517102021377256e-05 4.448605892234320288e-04 1.683602767494266463e-03 9.532293126485942292e-01 1.081016627516769631e-03 1.132478430626765497e-03 1.163220262081506853e-03 1.123756350616504857e-03 9.295317966843436464e-04 6.780597873844114226e-04 5.575833654093159284e-04 5.241536806694461212e-04 5.164569364823268964e-04 5.161851941082078654e-04 5.194756701735116656e-04 5.257550876944418064e-04 5.439519245538901359e-04 6.126127162682519674e-04 8.562632917961717632e-04 1.497739016023724983e-03 2.217758160675255014e-03 2.599150137602849846e-03 2.795716405071887230e-03 2.933753759797078000e-03 3.054598411849717039e-03 3.154704405749261375e-03 3.192222161225437716e-03 2.961934600752286293e-03 2.175904190476627299e-03 2.974304492594194373e-04 2.204193561624200504e-04 1.987785466998771139e-04 1.934861839825531614e-04 1.924018333904634406e-04 1.933712826746607401e-04 1.947392938437537795e-04 2.013516879658191908e-04 2.189743076547904588e-04 2.774640992358779769e-04 4.060014962889298379e-04 5.342571332423873970e-04 6.024130056815128710e-04 6.410801849053370622e-04 6.685271864747575421e-04 6.795928268207370067e-04 6.240719105478537186e-04 3.654319804127680515e-04 3.257866363404983212e-05 4.741568467849131515e-08
7.991639101930333539e-10 6.796465603339256391e-04 3.301473880237312808e-02 1.049217796719664614e-01 1.417563406572816265e-01 1.481882679057663077e-01 1.574900997732454344e-01 1.415850154233985470e-01 1.130220854072536002e-01 7.581845105354753644e-02 3.484678294074883276e-02 1.897502445125080067e-02 8.264822922676285863e-03 7.444101683016535534e-03 4.535848683585367441e-03 4.589523575967245118e-03 2.331632517622663197e-03 1.175815562540713640e-03 5.190786326653269939e-04 2.552782941467848419e-04 1.226273706395811603e-05 1.815789326768610989e-05 2.128053979109893412e-05 3.214021982592589282e-04 2.402010669542460072e-05 2.500952219295313487e-05 2.582913994249623002e-05 2.738750206887892737e-05 2.881762950599399211e-05 1.781521391825507635e-05 1.091386111739190277e-05 1.804683312318730538e-06 1.627499201167701984e-06 1.584167985411609970e-06 1.575289865756795516e-06 1.583227231039911276e-06 1.594427821454976919e-06 1.648566793341696596e-06 1.792851978752503533e-06 2.271737103204137281e-06 3.324136944620960957e-06 4.374229875434887505e-06 4.932256029620635265e-06 5.248843530349259400e-06 5.473565834995772713e-06 5.564165756981727172e-06 5.109588296876609712e-06 2.991974063986245715e-06 2.667377839298795156e-07 3.882158825397626651e-10
1.922913189679339118e-10 6.379432765184368109e-04 3.338894110585956948e-02 1.029506327976529440e-01 1.382014841906598068e-01 1.506526213994983932e-01 1.497883022665926211e-01 1.418082724180546317e-01 1.197271946062523351e-01 7.441319051473749280e-02 3.467430574052105668e-02 1.835997458389329248e-02 1.192517649119708562e-02 8.471140245510905276e-03 5.481994756997322048e-03 3.316276510522998388e-03 2.071149670394013299e-03 1.349868889986472918e-03 8.048442602458632513e-04 4.953729080389939312e-04 4.845599565209490018e-04 4.187876560589368319e-04 2.800992974644288648e-04 1.481853882940846619e-04 7.519604004885917020e-05 3.502458385135101641e-05 6.214894496612422540e-06 6.288805983092481634e-06 5.835130231534097807e-06 4.286618725324698877e-06 2.626045448910755704e-06 1.946106219263732281e-06 3.916017277809806337e-07 3.811755604779420629e-07 3.790393462212610412e-07 3.809492002824283559e-07 3.836442372787966365e-07 3.966709195136721884e-07 4.313881887200297718e-07 5.466154293904515325e-07 7.998392687137321818e-07 1.052508029314220520e-06 1.186777837845817434e-06 1.262953735314917333e-06 1.317025431760211095e-06 1.338825188074109764e-06 1.229446751107915499e-06 7.199156915666989660e-07 6.418127700245022452e-08 9.341080489963576888e-11
2.319655429004325480e-10 6.462312397606321786e-04 3.281535611620476495e-02 1.009835565888028558e-01 1.380551473315114464e-01 1.502094053393707718e-01 1.500985276860320183e-01 1.425791709715879263e-01 1.193407295507581678e-01 7.371692354022744975e-02 3.525240411144588831e-02 1.881340783716457452e-02 1.230864902463946545e-02 8.634244629508826263e-03 5.776419147946642435e-03 3.975229640480915962e-03 2.450493988789249900e-03 1.331066511572471774e-03 7.928960883825654461e-04 4.572307991113381208e-04 4.725389869266175187e-04 5.283608579274368458e-04 3.599965919167137911e-04 1.954599469083950238e-04 8.819064890936467228e-05 3.977280214183671588e-05 3.703075697973712906e-05 1.589900821362091304e-05 1.219200073346893049e-05 2.567607345978767804e-06 1.572953886862571371e-06 1.165682544872947613e-06 1.051235636549619437e-06 2.283172896643854677e-07 2.270377358319826701e-07 2.281817039876363726e-07 2.297959825677860263e-07 2.375987304078015067e-07 2.583937488497122348e-07 3.274127889276999119e-07 4.790893040752310845e-07 6.304333370736459640e-07 7.108585320395867955e-07 7.564865214785983900e-07 7.888744929541708476e-07 8.019321540242894771e-07 7.364164419347322832e-07 4.312165220647248604e-07 3.844342799424195570e-08 5.595138831385732522e-11
9.422040338293173572e-08 6.263664929945616773e-04 3.160272498938616892e-02 9.904129889227382411e-02 1.357308064999403485e-01 1.468506050015490338e-01 1.489012176732897874e-01 1.428788541196567563e-01 1.203112023340263126e-01 7.601167849806901577e-02 3.653832384583217963e-02 1.963768075193715948e-02 1.311405063244803527e-02 9.416865241063377551e-03 6.586961449747563528e-03 4.354852797706218123e-03 2.765553015486362648e-03 1.690431412034492297e-03 1.033478982955022066e-03 6.996294503026412098e-04 5.935789178428724396e-04 6.655086332957118635e-04 3.987784860525979869e-04 2.802951146113513464e-04 1.238641599847160998e-04 6.360063523937774298e-05 5.004651443404918701e-05 8.321984624124243880e-06 6.181827847061661192e-06 2.206424479567994594e-06 3.532068759713513761e-06 3.712153446913636112e-06 9.033593263042890168e-07 8.793079118118679471e-07 1.951005549621607568e-07 1.960836022129148698e-07 1.974708017711583312e-07 2.041759445450600867e-07 2.220457476577354407e-07 2.813559454661568870e-07 4.116962704855596082e-07 5.417508833013503583e-07 6.108627431130910774e-07 6.500722869747630584e-07 6.779042735202026815e-07 6.891251259126580707e-07 6.328254462996043219e-07 3.705577068736306760e-07 3.303562779482187182e-08 4.808076010331306480e-11
9.490014723518041563e-11 5.815496347848211683e-04 3.059676137745212868e-02 9.570790109625641751e-02 1.304255515148109446e-01 1.433482085640100379e-01 1.479356012717601698e-01 1.424767240357864562e-01 1.221174305377895064e-01 7.721119645944797549e-02 3.783213708577830292e-02 2.140213667032381598e-02 1.468858859378472347e-02 1.074799201957679119e-02 7.668035013613121176e-03 5.469096052147313924e-03 3.566218861169598645e-03 2.190246343695355022e-03 1.340460643568322681e-03 9.454154039704225571e-04 9.851442313705113720e-04 1.014321756997287223e-03 7.613625746013705188e-04 4.469188049078484139e-04 2.612130593974018675e-04 1.314278917587809550e-04 6.449301661952683425e-05 5.094185989807081122e-05 1.399635393986038244e-05 5.756505317792806302e-06 1.296013263029644777e-06 9.604477609008775363e-07 8.661508381883998535e-07 8.430900779619535359e-07 3.723518593201208452e-06 1.880071102011388517e-07 1.893371723647992615e-07 1.957661368584161150e-07 2.128999002387388717e-07 2.697671689423775799e-07 3.947389033098783124e-07 5.194366936803082420e-07 5.857019035050581962e-07 6.232964445607315172e-07 6.499820587707526028e-07 6.607407352153455722e-07 6.067599844037255056e-07 3.552947969429103343e-07 3.167492256002526859e-08 4.610036056703321026e-11
9.398136983062600405e-11 5.842564871218649918e-04 2.875768911678397780e-02 9.040749106281993630e-02 1.250151109316165743e-01 1.398459909605868079e-01 1.445462963162545134e-01 1.420236741694544391e-01 1.240979923113198907e-01 8.033696487098998529e-02 4.001481385525277462e-02 2.276765925073703789e-02 1.621234048058070240e-02 1.231946842214559114e-02 9.306654595183179793e-03 6.773040047208410061e-03 4.770291325708387632e-03 2.990740079306958114e-03 1.804421716528298563e-03 1.349577574851020109e-03 1.531658117109313544e-03 1.571318725756765382e-03 1.220155908767361387e-03 7.671975389713992562e-04 4.092602471972442229e-04 2.734133538538636565e-04 1.577788848347702795e-04 8.257693056050074336e-05 3.084868918519745014e-05 1.702224986761487392e-05 4.742988038012545582e-06 9.511491694162539538e-07 8.577651839797589672e-07 8.349276868993159463e-07 8.302485190486391076e-07 8.344318670880736233e-07 1.875041012803057066e-07 1.938708236438151807e-07 2.108387061998457690e-07 2.671554134653220511e-07 3.909172318412250772e-07 5.144077584135674151e-07 5.800314204718616227e-07 6.172619893329404597e-07 6.436892463108904532e-07 6.543437624447970743e-07 6.008856271988167331e-07 3.518550042671634140e-07 3.136826125351497640e-08 4.565403913482482148e-11
9.567094849241327303e-11 5.205636835863089061e-04 2.698260909886751255e-02 8.511191446074163613e-02 1.188881336017180990e-01 1.334834828568997045e-01 1.407560377680304453e-01 1.423046528526198673e-01 1.260531261728978780e-01 8.165525193657557912e-02 4.201863152699485821e-02 2.533112753917534168e-02 1.876210337622303062e-02 1.429297846576775034e-02 1.111569132275758501e-02 8.371752220693208166e-03 6.016699881795106904e-03 3.842503007153438149e-03 2.469054779959078266e-03 1.918964776124405412e-03 2.305664149133533885e-03 2.576205602920308112e-03 2.077049994521058904e-03 1.215749827738761774e-03 9.199509033031560154e-04 4.841702028520354292e-04 2.468029567267987089e-04 1.546985319733520763e-04 8.927243947434798058e-05 1.871246631632014223e-05 3.145912070965104445e-06 9.682487429138376887e-07 8.731859184752029682e-07 8.499378533446744284e-07 3.753761884666888279e-06 8.494331197819652941e-07 8.554424608753598125e-07 1.973561953442068760e-07 2.146291231698908592e-07 2.719582811696918470e-07 3.979450652792160781e-07 5.236556803542641365e-07 5.904591117575026359e-07 6.283590044944434491e-07 6.552613655229088359e-07 6.661074264613225257e-07 6.116882313289697912e-07 3.581805846276566510e-07 3.193219371126508312e-08 4.647479850964150391e-11
1.032977706943782515e-10 4.644303146322908125e-04 2.546102308798440031e-02 7.962026734174881826e-02 1.118863963954527252e-01 1.278680185868586727e-01 1.374585358382104938e-01 1.408816046594951465e-01 1.254558802147060226e-01 8.420816178317365452e-02 4.349198281512210024e-02 2.660090000232172985e-02 2.022238793456399009e-02 1.708817666486514911e-02 1.367609228494409170e-02 1.072507187958605772e-02 7.556138035424310624e-03 5.241884455044803527e-03 3.501484386370751819e-03 2.951913407427793345e-03 3.160367040391927514e-03 3.873919963096183073e-03 3.272059607134744294e-03 2.052753788838636382e-03 1.400793188576298894e-03 8.618110099165050960e-04 5.230911312220065104e-04 2.732801459908221187e-04 1.560267637735334324e-04 4.393531402563091639e-05 6.823968139726809277e-06 3.874208416004249709e-06 9.427956992332352474e-07 9.176943143427972374e-07 9.125512992053204714e-07 9.171493437676743537e-07 9.236377453992207663e-07 9.549999665413796764e-07 2.317392092260588249e-07 2.936386082649933118e-07 4.296689721376769324e-07 5.654011509704324755e-07 6.375301059711929183e-07 6.784513520858639130e-07 7.074983508294393839e-07 7.192090522848800980e-07 6.604515963514296624e-07 3.867344944424803428e-07 3.447780622783626264e-08 5.017973747691109676e-11
1.266783976658508418e-10 4.619039456431533000e-04 2.346132258924629385e-02 7.291580360654374704e-02 1.048023602318306768e-01 1.198627068700236636e-01 1.319294948103963139e-01 1.353020301546089543e-01 1.248457343374825557e-01 8.516919785291095224e-02 4.522934151141051740e-02 2.893000363405051970e-02 2.294300155289048099e-02 1.958379287385091788e-02 1.729210027898124558e-02 1.316403661419359751e-02 1.009599548743593360e-02 7.049689042747927202e-03 4.619836496502523551e-03 4.040978986794335238e-03 5.458645332557076311e-03 6.455149013277538227e-03 5.728502824729490329e-03 4.108106674701434737e-03 2.704256999674262141e-03 1.614449989909470589e-03 1.054590324215857067e-03 6.122188963768766812e-04 3.508716074608749999e-04 1.579411974045291493e-04 3.590999059553514944e-05 4.157681984645548262e-06 2.651282782057015417e-06 1.125407107109368158e-06 1.119100011492422335e-06 1.124738786788730282e-06 1.132695786408099135e-06 1.171156596305780376e-06 1.273658082642612942e-06 3.601013665425034605e-07 5.269211189288153962e-07 6.933751944683556605e-07 7.818299634666363055e-07 8.320134074407912551e-07 8.676349628054741702e-07 8.819962881849688788e-07 8.099395504786588155e-07 4.742687644541053620e-07 4.228158283200668877e-08 6.153752105333753514e-11
